DDB_ID,Mention_ID,Grain_Index,Candidate_Rank,Is_Primary,Block_Tag,Title,Place,Date_Text,Date_When,Date_NotBefore,Date_NotAfter,Grain_Form,Qty_Value,Qty_Unit,Price_Value,Price_Cur,Score,Dist_GP,Dist_GQ,Span_Toks,Lines_Crossed,Priceword_Near,Pos_Signal_Near,Ambiguous,AltScore,Alt_Qty,Alt_Price,Context_Window,Context_Type,Signal_Type,Signal_Strength,Neg_Signals,Rejection_Reason
p.louvre;2;103,1,7,1,yes,ab,Verwaltungsdokument,Arsinoites (?),I - II,,0001,0200,πυρου,28.166667,αρταβαι,5,δραχμων,54.32,2,5,5,0,yes,yes,no,,,,"δραχμαί 145 3
α ἳ τιμῆι τειμῆι πυροῦ ἐκ δραχμῶν 5 πυροῦ ἀρτάβαι 28 1/6
λοιπαὶ Σοκομήνιο ς 4 ἔτους",PRICE,"rate_construction,priceword_ext",0.8,,
p.louvre;2;103,1,8,1,yes,ab,Verwaltungsdokument,Arsinoites (?),I - II,,0001,0200,πυρου,28.166667,αρταβαι,5,δραχμων,55.96,2,1,3,0,yes,yes,no,,,,"3
α ἳ τιμῆι τειμῆι πυροῦ ἐκ δραχμῶν 5 πυροῦ ἀρτάβαι 28 1/6
λοιπαὶ Σοκομήνιο ς 4 ἔτους",PRICE,"rate_construction,priceword_ext",0.8,,
p.louvre;2;103,1,9,1,yes,ab,Verwaltungsdokument,Arsinoites (?),I - II,,0001,0200,πυρου,52.5,αρταβαι,5,δραχμων,35.64,12,1,13,0,yes,yes,no,,,,"3
α ἳ τιμῆι τειμῆι πυροῦ ἐκ δραχμῶν 5 πυροῦ ἀρτάβαι 28 1/6
λοιπαὶ Σοκομήνιο ς 4 ἔτους πυροῦ ἀρτάβαι 52 1/2 .
Διον ύ σιος Διονυσίου",PRICE,"rate_construction,priceword_ext",0.8,,
p.louvre;2;103,1,10,1,yes,ab,Verwaltungsdokument,Arsinoites (?),I - II,,0001,0200,πυρου,18.333333,αρταβαι,3,δραχμων,42.39,14,2,14,0,no,yes,no,,,,".
Διον ύ σιος Διονυσίου 4 ἔτους πυροῦ χαλκῶι ἀρτάβαι 18 1/3
εἰς ἃς μεμετρῆσθαι
κριθῆς ἀρτάβαι 14 ἐκ δραχμῶν 3 3 , γίνονται ἀργ υρίου δραχμῶν 49",PRICE,rate_construction,0.8,,
p.louvre;2;103,1,11,1,yes,ab,Verwaltungsdokument,Arsinoites (?),I - II,,0001,0200,κριθησ,14,αρταβαι,3,δραχμων,49.51,4,1,4,0,no,yes,no,,,,"ἀρτάβαι 18 1/3
εἰς ἃς μεμετρῆσθαι
κριθῆς ἀρτάβαι 14 ἐκ δραχμῶν 3 3 , γίνονται ἀργ υρίου δραχμῶν 49",PRICE,"rate_construction,priceword_ext",0.8,,
p.louvre;2;103,1,12,1,yes,ab,Verwaltungsdokument,Arsinoites (?),I - II,,0001,0200,πυρου,9.833333,αρταβαι,5,δραχμων,51.46,2,5,5,0,yes,yes,no,,,,"υρίου δραχμῶν 49
αἳ τιμῆι τ ειμῆι πυροῦ ἐκ δραχμῶν 5 πυροῦ ἀρτάβαι 9 1/2 1/3
λ ο ιπαὶ Διονυσίου",PRICE,"rate_construction,priceword_ext",0.8,,
p.louvre;2;103,1,13,1,yes,ab,Verwaltungsdokument,Arsinoites (?),I - II,,0001,0200,πυρου,9.833333,αρταβαι,5,δραχμων,53.02,2,1,3,0,yes,yes,no,,,,"49
αἳ τιμῆι τ ειμῆι πυροῦ ἐκ δραχμῶν 5 πυροῦ ἀρτάβαι 9 1/2 1/3
λ ο ιπαὶ Διονυσίου",PRICE,"rate_construction,priceword_ext",0.8,,
p.louvre;2;103,1,14,1,yes,ab,Verwaltungsdokument,Arsinoites (?),I - II,,0001,0200,πυρου,8.5,αρταβαι,5,δραχμων,42.85,14,1,15,0,yes,yes,no,,,,"49
αἳ τιμῆι τ ειμῆι πυροῦ ἐκ δραχμῶν 5 πυροῦ ἀρτάβαι 9 1/2 1/3
λ ο ιπαὶ Διονυσίου 4 ἔτους πυροῦ ἀρτάβαι 8 1/2 .
Χα ριδήμωι Μ",PRICE,"rate_construction,priceword_ext",0.8,,
p.mich;1;28,1,4,1,yes,ab,Letter from Sosos to Zenon,Aphroditopolis (?),29. März 256 v.Chr.,-0256-03-29,,,σιτου,,,288,δραχμαι,28.91,16,-1,16,0,no,yes,no,,,,"γὰρ ἐν Πτολεμαίωι ἀπὸ τῆς
τιμῆς τοῦ σίτου, περὶ ὧν καὶ ἐπιστολήν σοι
κομίζω ἐγδοχῆς ὥστε κομίσασθαι τῆι 10
τοῦ Μεχείρ, δραχμαὶ 288 καὶ παρʼ ἐμοὶ ὑπάρχουσιν",PRICE,priceword_ext,0.6,,
p.mich;2;123,1,1,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,σιτου,,,21,οβολοι,26.36,3,-1,3,0,no,no,no,,,,"καὶ ἄλλων
περὶ το ῦ μεμετρ ημένου σίτου Ἀπίωνι σιτολόγῳ. ὀβολοὶ 21
ἑτέρ α χειρογρ αφία χιρογρ αφία",OTHER,,0.0,,
p.mich;2;123,3,1,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,κριθη,5,αρταβων,40,δραχμων,30.79,3,2,5,0,no,no,no,,,,"Ἡρακλήου πρὸ ς Ἡρακλῆν παραθή κης ἀργ υρίου δραχμῶν 40 καὶ κριθῆ ς ἀρταβῶν 5 . χάρις Εὐτυχᾶ τι
ὁμο λογία",OTHER,,0.0,,
p.mich;2;123,4,2,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,πυρου,5,αρταβων,100,δραχμων,29.59,3,1,4,0,no,no,no,,,,"ς Ἀπολλώνιο ν παραθή κης δραχμῶν ἀργ υρίου δραχμῶν 100 καὶ πυροῦ ἀρταβῶν 5 . ὀβολοὶ 18
ἀναφόρια Πετσίριος προβατο",OTHER,,0.0,,
p.mich;2;123,4,3,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,πυρου,15,αρταβων,172,δραχμων,27.94,3,1,4,0,no,no,no,,,,"ς πρὸ ς Πετεεῦν παραθή κης ἀργ υρίου δραχμῶν 172 καὶ πυροῦ ἀρταβῶν 15 . δραχμαὶ 4
ὁμο λογία Ὀννόφριο",OTHER,,0.0,,
p.mich;2;123,4,5,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,κριθη,100,αρταβων,5,δραχμαι,27.38,5,2,5,0,no,no,no,,,,"υ πρὸ ς Μάρωνα πυροῦ ἀρταβῶν 50 καὶ κριθῆ ς ἀρταβῶν 100 . δραχμαὶ 5
24 μίσ θωσις Ὀρσενούφ ιος πρὸ",OTHER,,0.0,,
p.mich;2;123,5,1,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,πυρου,5.5,αρταβων,88,δραχμων,26.3,3,1,4,0,no,no,no,,,,"λογία Κρονίωνο ς πρὸ ς ἀρ γ υρίου δραχμῶν 88 καὶ πυροῦ ἀρταβῶν 5 1/2 . δραχμαὶ 4
16 ὁμο",OTHER,,0.0,,
p.mich;2;123,6,1,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,πυρου,8.5,αρταβων,0.5,οβολοι,29.59,3,1,3,0,no,no,no,,,,"μματικόν
ὁμο λογία Ἡρακλᾶτος πρὸ ς Σερᾶν πυροῦ ἀρταβῶν 8 1/2 . ὀβολοὶ 7
ὁμο λογία Ταπετσωύκιο ς",OTHER,,0.0,,
p.mich;2;123,8,1,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,πυρου,21,αρταβων,6,οβολοι,27.91,4,1,4,0,no,no,no,,,,"λογία Σουχίωνο ς πρὸ ς Ἁρμιῦτα ἀποχῆ ς πυροῦ ἀρταβῶν 21 . ὀβολοὶ 6
ὁμο λογία Μιύσιο ς καὶ τῆ",OTHER,,0.0,,
p.mich;2;123,9,1,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,πυρου,12.5,αρταβων,220,δραχμων,29.59,3,1,4,0,no,no,no,,,,"ναικὸς πρὸ ς Εὔτυχον παραθή κης ἀργ υρίου δραχμῶν 220 καὶ πυροῦ ἀρταβῶν 12 1/2 . δραχμαὶ 7
ὁμο λογία",OTHER,,0.0,,
p.mich;2;123,10,2,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,πυρου,8,αρταβων,240,δραχμων,26.3,3,1,4,0,no,no,no,,,,Φενίου πρὸ ς Πετεεῦν παραθέσεως παραθεσις ἀργ υρίου δραχμῶν 240 καὶ πυροῦ ἀρταβῶν 8 . ὀβολοὶ 14 ὧν ὀφείλει ὀφίλι,OTHER,,0.0,,
p.mich;2;123,12,1,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,πυρου,50,αρταβων,22,οβολοι,26.36,4,1,4,0,no,no,no,,,,"λογία Ἰσχυρίωνος τοῦ καὶ πρὸ ς ω ν πυροῦ ἀρταβῶν 50 . ὀβολοὶ 22
28 μίσ θωσις Ὀρσεῦτος πρὸ ς",OTHER,,0.0,,
p.mich;2;123,12,2,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,πυρου,,,10,οβολοι,26.97,2,-1,2,0,no,no,no,,,,"λογία Ψενταμιεῦτο ς πρὸ ς Λυσᾶν ἀποχῆ ς πυροῦ ἀρταβῶν ὀβολοὶ 10
ὑπομνήματα Κολλούθο υ ε ρμ η",OTHER,,0.0,,
p.mich;2;123,13,1,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,κριθη,15,αρταβων,20,οβολοι,25.94,5,2,5,0,no,no,no,,,,"καὶ ἄλλο ν ἀπ οχῆς κ αὶ κριθῆ ς ἀρταβῶν 15 . ὀβολοὶ 20
δάν ειον ε ικ α μεδο",OTHER,,0.0,,
p.mich;2;123,14,2,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,πυρου,4,αρταβων,80,δραχμων,26.3,3,1,4,0,no,no,no,,,,"πρὸ ς Ἀπολλώνιο ν παραθή κης ἀργ υρίου δραχμῶν 80 καὶ πυροῦ ἀρταβῶν 4 . δραχμαὶ 2 ὀβολοὶ 6
26",OTHER,,0.0,,
p.mich;2;123,18,1,1,yes,ab,Grapheion Register and Grapheion Accounts,Tebtynis (Arsinoites),9. Nov. 45 - 24. Dez. 46,,0045-11-09,0046-12-24,πυρου,1.833333,αρταβησ,16,δραχμαι,38.62,8,1,8,0,yes,yes,no,,,,"Τριστόμο υ δρό μου Εὐτυχᾶ τος
ζυτοποιοῦ. πυροῦ ἀρτάβης 1 1/2 1/3 . ἀργ υρίου δραχμαὶ 16
τιμῆ ς χάρτο υ ἐν τῇ",PRICE,priceword_ext,0.6,,
p.mich;2;127,1,1,1,yes,ab,Expense Accounts,Tebtynis (Arsinoites),1. Sept. 45 - 17. Jan. 46,,0045-09-01,0046-01-17,πυρου,1.833333,αρταβων,0.333333,δραχμαι,36.76,4,1,4,0,yes,yes,no,,,,"δραχμαὶ 4
Μαρσισούχωι ἱερεῖ εἱαιρῖ τιμῆ ς πυροῦ ἀρταβῶν 1 1/2 1/3 . δραχμαὶ 8
14 τιμῆ ς φακοῦ",PRICE,priceword_ext,0.6,,
p.mich;2;127,1,2,1,yes,ab,Expense Accounts,Tebtynis (Arsinoites),1. Sept. 45 - 17. Jan. 46,,0045-09-01,0046-01-17,πυρου,3.5,αρταβων,0.5,δραχμαι,43.24,3,1,3,0,yes,yes,no,,,,"24 Ὀρσενούφ ι Φομβῶ τος τιμῆ ς πυροῦ ἀρταβῶν 3 1/2 . δραχμαὶ 20
27 Ὀννόφρ ι θησαυροφύλ",PRICE,priceword_ext,0.6,,
p.mich;2;127,1,3,1,yes,ab,Expense Accounts,Tebtynis (Arsinoites),1. Sept. 45 - 17. Jan. 46,,0045-09-01,0046-01-17,πυρου,2,αρταβων,16,δραχμαι,41.66,4,1,4,0,yes,yes,no,,,,"27 Ὀννόφρ ι θησαυροφύλ ακι τιμῆ ς πυροῦ ἀρταβῶν 2 . δραχμαὶ 16
Ἀφρωδισίῳ Τῆρι τιμῆ ς πυροῦ ἀρτάβης",PRICE,priceword_ext,0.6,,
p.mich;2;127,1,4,1,yes,ab,Expense Accounts,Tebtynis (Arsinoites),1. Sept. 45 - 17. Jan. 46,,0045-09-01,0046-01-17,πυρου,1,αρταβησ,8,δραχμαι,46.56,4,1,4,0,yes,yes,no,,,,". δραχμαὶ 16
Ἀφρωδισίῳ Τῆρι τιμῆ ς πυροῦ ἀρτάβης 1 . δραχμαὶ 8
ὁμο ίως διʼ ἐμο ῦ Κρονίω",PRICE,priceword_ext,0.6,,
p.mich;2;127,1,5,1,yes,ab,Expense Accounts,Tebtynis (Arsinoites),1. Sept. 45 - 17. Jan. 46,,0045-09-01,0046-01-17,σιτοκαπηλοισ,3,αρταβων,24,δραχμαι,37.6,9,6,9,0,yes,yes,no,,,,"ὁμο ίως διʼ ἐμο ῦ Κρονίω νος σιτοκαπήλοις ἐν τοῖς
θησαυροῖς πυροῦ ἀρταβῶν 3 . δραχμαὶ 24
29 Ἡρωδίωνι Κεφαλᾶτο ς τιμῆ ς",PRICE,priceword_ext,0.6,,
p.mich;2;127,1,6,1,yes,ab,Expense Accounts,Tebtynis (Arsinoites),1. Sept. 45 - 17. Jan. 46,,0045-09-01,0046-01-17,πυρου,3,αρταβων,24,δραχμαι,44.11,4,1,4,0,yes,yes,no,,,,"ῦ Κρονίω νος σιτοκαπήλοις ἐν τοῖς
θησαυροῖς πυροῦ ἀρταβῶν 3 . δραχμαὶ 24
29 Ἡρωδίωνι Κεφαλᾶτο ς τιμῆ ς",PRICE,priceword_ext,0.6,,
p.mich;2;127,1,7,1,yes,ab,Expense Accounts,Tebtynis (Arsinoites),1. Sept. 45 - 17. Jan. 46,,0045-09-01,0046-01-17,πυρου,1,αρταβησ,8,δραχμαι,40.2,5,1,5,0,yes,yes,no,,,,"24
29 Ἡρωδίωνι Κεφαλᾶτο ς τιμῆ ς πυροῦ ἀρτάβης 1 δεκάτου . δραχμαὶ 8
τιμῆ ς ἐρίων Παποντῶ τι Μαραμή",PRICE,priceword_ext,0.6,,
p.mich;2;127,1,8,1,yes,ab,Expense Accounts,Tebtynis (Arsinoites),1. Sept. 45 - 17. Jan. 46,,0045-09-01,0046-01-17,πυρο,2,αρταβων,6,οβολοι,36.2,6,2,8,0,yes,yes,no,,,,"ὄψου. ὀβολοὶ 9
καὶ ἐλαίου ἐλέου . ὀβολοὶ 6
Ἀφροδισίῳ τιμῆ ς πυρο ῦ ἀρταβῶν 2 δεκάτου . δραχμαὶ 16
τι μῆ",PRICE,priceword_ext,0.6,,
p.mich;2;127,1,9,1,yes,ab,Expense Accounts,Tebtynis (Arsinoites),1. Sept. 45 - 17. Jan. 46,,0045-09-01,0046-01-17,πυρου,1.5,αρταβησ,0.5,δραχμαι,40.7,3,1,3,0,yes,yes,no,,,,"δεκάτου . δραχμαὶ 16
τι μῆ ς πυροῦ ἀρτάβης 1 1/2 . δραχμαὶ 12
τιμῆ ς ἐλαίου καὶ",PRICE,priceword_ext,0.6,,
p.mich;2;127,2,1,1,yes,ab,Expense Accounts,Tebtynis (Arsinoites),1. Sept. 45 - 17. Jan. 46,,0045-09-01,0046-01-17,κριθη,,,12,δραχμαι,36.12,4,-1,4,0,yes,yes,no,,,,"χ ᾶτ ι Εὐτύ χο υ τιμῆ ς κριθῆ ς μέτρω ν 12 . δραχμαὶ 4
τιμῆ ς ἐρί ων",PRICE,priceword_ext,0.6,,
p.mich;2;127,2,2,1,yes,ab,Expense Accounts,Tebtynis (Arsinoites),1. Sept. 45 - 17. Jan. 46,,0045-09-01,0046-01-17,κριθησ,2,αρταβων,8,δραχμαι,36.57,6,1,6,0,yes,yes,no,,,,"ὄψου. ὀβολοὶ 2
Τ ατ εεῦτι τιμῆς κριθῆς ἀρταβῶν 2 . ἀργ υρίου δραχμαὶ 8
19 τιμῆ ς ὄψου. ὀβολὸς 1",PRICE,priceword_ext,0.6,,
p.mich;5;238r,1,1,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρο,,,40,δραχμων,36.12,4,-1,4,0,yes,yes,no,,,,"Ὀρσενούφιο ς πρὸ ς Ἁρυώτη ν τιμῆ ς πυρο ῦ ἀργ υρίου δραχμῶν 40 ὀβολοὶ 7
ὁμο λογία Πετεεῦτο ς",PRICE,priceword_ext,0.6,,
p.mich;5;238r,1,2,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,5,αρταβων,200,δραχμων,29.46,4,1,5,0,no,no,no,,,,"ναικὸς πρὸ ς Κρονίωνα παραθήκη ς ἀργ υρίου δραχμῶν 200 καὶ
πυροῦ ἀρταβῶν 5 καὶ κριθῆ ς ἀρταβῶν 5 δραχμαὶ 6",OTHER,,0.0,,
p.mich;5;238r,1,3,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθη,5,αρταβων,6,δραχμαι,29.02,4,2,4,0,no,no,no,,,,"δραχμῶν 200 καὶ
πυροῦ ἀρταβῶν 5 καὶ κριθῆ ς ἀρταβῶν 5 δραχμαὶ 6
μίσ θωσις Διδύμου πρὸ ς Ἡρωδί",OTHER,,0.0,,
p.mich;5;238r,2,2,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρο,2,αρταβων,80,δραχμων,27.49,4,2,6,0,no,no,no,,,,"ς πρὸ ς Ὀννόφριν παραθή κης ἀργ υρίου δραχμῶν 80 καὶ
πυρο ῦ ἀρταβῶν 2 καὶ κριθῆ ς ἀρταβῶν 6 δραχμαὶ 2",OTHER,,0.0,,
p.mich;5;238r,2,3,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθη,6,αρταβων,2,δραχμαι,25.96,4,2,4,0,no,no,no,,,,"80 καὶ
πυρο ῦ ἀρταβῶν 2 καὶ κριθῆ ς ἀρταβῶν 6 δραχμαὶ 2
ὁμο λογία Σιαιέπιος πρὸ ς Ταπετσωῦκιν",OTHER,,0.0,,
p.mich;5;238r,2,6,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,6.5,αρταβων,212,δραχμων,29.59,3,1,4,0,no,no,no,,,,"ναικὸς πρὸ ς Ἀπολλώ νιον παρα θήκης ἀργυρίου δραχμῶν 212 καὶ πυροῦ ἀρταβῶν 6 1/2 δραχμαὶ 4
ὁμο λογία Ἁρμιύσιο",OTHER,,0.0,,
p.mich;5;238r,2,7,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθη,15,αρταβων,120,δραχμων,27.55,3,2,5,0,no,no,no,,,,"ς πρὸ ς Κρονίωνα παρα θήκης ἀργ υρίου δραχμῶν 120 καὶ κριθῆ ς ἀρταβῶν 15 δραχμαὶ 4
ὁμο λογία Πετεμεννόφριο ς",OTHER,,0.0,,
p.mich;5;238r,2,8,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,3,αρταβων,40,δραχμων,27.94,3,1,4,0,no,no,no,,,,"ς πρὸ ς Ὀννόφριν παραθή κης ἀργ υρίου δραχμῶν 40 καὶ πυροῦ ἀρταβῶν 3 δραχμαὶ 2
ὁμο λογία Ποσιδωνίο υ",OTHER,,0.0,,
p.mich;5;238r,2,10,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,5,αρταβων,100,δραχμων,27.94,3,1,4,0,no,no,no,,,,"γυ ναικὸς πρὸ ς Ἀπολλώνιο ν παρα θήκης δραχμῶν 100 καὶ πυροῦ ἀρταβῶν 5 δραχμαὶ 2
μίσ θωσις Ἡρώδου καὶ",OTHER,,0.0,,
p.mich;5;238r,2,11,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,12,αρταβων,10,οβολοι,29.59,3,1,3,0,no,no,no,,,,"4 ὁμο λογία Λυσιμάχο υ πρὸ ς Ψενταμιεῦν πυροῦ ἀρταβῶν 12 ὀβολοὶ 10
ὁμο λογία Ἡρακλή ου πρὸ ς",OTHER,,0.0,,
p.mich;5;238r,2,12,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,4,αρταβων,7,δραχμων,26.3,3,1,4,0,no,no,no,,,,"γυ ναικὸς πρὸ ς Λυσίμαχο ν παρα θήκης δραχμῶν 7 καὶ πυροῦ ἀρταβῶν 4 δραχμαὶ 2
ὁμο λογία Τμάρσιος πρὸ",OTHER,,0.0,,
p.mich;5;238r,2,13,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,12,αρταβων,10,οβολοι,27.94,3,1,3,0,no,no,no,,,,Νεστνήφιο ς καὶ ἄλλο υ πρὸ ς Ἥρωνα πυροῦ ἀρταβῶν 12 ὀβολοὶ 10,OTHER,,0.0,,
p.mich;5;238r,3,2,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθη,13,αρταβων,32,δραχμων,27.55,3,2,5,0,no,no,no,,,,"ὁμο λογία Ὀρσενούφιος πρὸ ς Ὀρσεῦν ἀργ υρίου δραχμῶν 32 καὶ κριθῆ ς ἀρταβῶν 13 ὀβολοὶ 11
ὁμο λογία Παώπιος καὶ",OTHER,,0.0,,
p.mich;5;238r,3,3,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,2,αρταβων,200,δραχμων,27.91,4,1,5,0,no,no,no,,,,"ν πρὸ ς Κρονίωνα παραθή κης ἀργ υρίου δραχμῶν 200 καὶ
πυροῦ ἀρταβῶν 2 τῶν δύο 2 δραχμαὶ 4",OTHER,,0.0,,
p.mich;5;238r,4,1,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,4,αρταβων,88,δραχμων,29.59,3,1,4,0,no,no,no,,,,"ς πρὸ ς Σισώειν παραθή κης ἀργ υρίου δραχμῶν 88 καὶ πυροῦ ἀρταβῶν 4 ὀβολοὶ 7
ὁμο λογία Θερμούθιος καὶ",OTHER,,0.0,,
p.mich;5;238r,4,2,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,2,αρταβων,40,δραχμων,27.94,3,1,4,0,no,no,no,,,,"λογία Ὀρσεῦτο ς πρὸ ς Ἀπολλώνιον παραθ ήκης δραχμῶν 40 καὶ πυροῦ ἀρταβῶν 2 ὀβολοὶ 12
ὁμο λογία Θερμούθι ος",OTHER,,0.0,,
p.mich;5;238r,4,3,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,3,αρταβων,64,δραχμων,27.94,3,1,4,0,no,no,no,,,,"καὶ ἄλλο υ πρὸ ς Ἥρωνα ἀργ υρίου δραχμῶν 64 καὶ πυροῦ ἀρταβῶν 3 πέμπτον χάρις Ἡρω νᾶτι
ὁμο λογία",OTHER,,0.0,,
p.mich;5;238r,5,1,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,10.5,αρταβων,18,δραχμων,26.3,3,1,4,0,no,no,no,,,,"ὁμο λογία Τεφερσῶτος πρὸ ς Φομσάειν ἀργ υρίου δραχμῶν 18 καὶ πυροῦ ἀρταβῶν 10 1/2 δραχμαὶ 4
τροφῖτ ις Ἡρακλείδο",OTHER,,0.0,,
p.mich;5;238r,5,3,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθ,4,αρταβων,24,δραχμων,30.79,3,2,5,0,no,no,no,,,,"πρὸ ς Δίδυμο ν παραθή κης ἀργ υρίου δραχμῶν 24 καὶ κριθ ῆς ἀρταβῶν 4 δραχμαὶ 2
25 ὁμο λογία Κρονίωνος",OTHER,,0.0,,
p.mich;5;238r,5,4,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,5.5,αρταβων,72,δραχμων,27.94,3,1,4,0,no,no,no,,,,"ς γυ ναικὸς πρὸ ς Ἡρωδίωνα παρα θήκης δραχμῶν 72 καὶ πυροῦ ἀρταβῶν 5 1/2 δραχμαὶ 6
27 ὁμο λογία",OTHER,,0.0,,
p.mich;5;238r,5,5,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,3.5,αρταβων,60,δραχμων,27.94,3,1,4,0,no,no,no,,,,"λογία Χεῶτος πρὸ ς Λυσίμαχο ν παραθή κης δραχμῶν 60 καὶ πυροῦ ἀρταβῶν 3 1/2 δραχμαὶ 2
30 ὁμο λογία",OTHER,,0.0,,
p.mil.vogl;6;276,1,4,1,yes,ab,Rendiconto amministrativo,Tebtynis (Arsinoites),167 - 169,,0167,0169,πυρου,17,αρταβαι,1,δραχμαι,33.95,26,1,27,0,no,yes,no,,,,"υ γκομιδῆς
γί νονται ἀργ υρίου τάλαντον 1 δραχμαὶ
παρὰ τ
παρὰ τ
παρὰ τῶν ς ἀπὸ τι μῆς ν
παρὰ γεω ργ ῶν κλήρο υ
ἀπὸ τιμῆς πυροῦ ἀρτάβαι 17",PRICE,"receipt_price,priceword_ext",0.7,,
p.muench;3.1;121,1,1,1,yes,ab,Brief des Heron,unbekannt,II,,0101,0200,κριθ,,,8,δραχμων,34.04,10,-1,10,0,no,yes,no,,,,"ἔρρωσο. ἓξ 6 ἀρ τ ά βας κριθ ῆς
αἴτησον. ἐὰν μὲν ἡ ἀρτάβη
πιπράσκηται δραχμῶν 8 πώλησον
ἵνα ὁμοίως εἰς τὰ σχ",PRICE,"priceword_ext,sale_verb",0.6,,
p.neph;;44,1,1,1,yes,ab,Sammlung von Quittungen für Geld und Naturalsteuern,Neson Kome (Herakleopolites),311 - 320,,0311,0320,σιτου,,,1,ταλαντον,29.03,13,-1,13,0,no,yes,no,,,,"χαίριν .
δι έγραψας ἡμῖν ὑπὲρ τιμῆς σίτου γενήματος
20 ἔτους ὑπ ὲρ διαπαν των τῆς κώμης ἀργυ ρίου τάλαντον 1 .

Αὐρήλιοι Κ ς καὶ",PRICE,"receipt_price,priceword_ext",0.7,,
