DDB_ID,XML_RelPath,Title,Place,Date_Text,Date_When,Date_NotBefore,Date_NotAfter,Score,Block_Match_Count,Grain_Hits,Unit_Hits,Money_Hits,Priceword_Hit,Number_Type_Summary,Num_Tag_Values,Num_Tag_Texts,Snippet_1,Snippet_2,Snippet_3
o.wilck;;703,o.wilck/o.wilck.703.xml,keiner,Theben,13. Juli 48 v.Chr.,-0048-07-13,,,3,1,πυρ;σιτ,αρταβ,𐅵,no,num_tag,1/2;13;22;4,δ;ιγ;κβ;𐅵,ἔτους δ Ἐπεὶφ ιγ μεμέτρηκεν εἰς τὴν ἐπιγραφὴν καὶ αγ τοῦ αὐτοῦ ἔτους Ἀσῦχις Πετε πυροῦ ἀρτάβας εἴκοσι δύο ἥμισυ γίνονται πυροῦ κβ 𐅵. Πετε σιτολόγος.,,
o.wilck;;714,o.wilck/o.wilck.714.xml,keiner,Theben,II - I v.Chr.,,-0200,-0001,3,1,πυρ,αρταβ;μετρ,ταλαντ,no,num_tag,1;10;21;24;36;45;9,α;θ;ι;κα;κδ;λϛ,Πτολεμαῖος Πτολεμαίου Πρωτογένῃ τυ χαίρειν. ἔχω παρὰ σοῦ μετρήματα τοῦ ἐνάτου ἔτους πυροῦ ἀρτάβας κδ καὶ τοῦ ἔτους ι ἀρτάβας κα γίνονται ἀρτάβαι τεσσαράκοντατεσσαρακοτα πέντε καὶ ὀψωνίου θ ἔτους καὶ ι ἔτους τάλαντον α λϛ,,
o.wilck;;724,o.wilck/o.wilck.724.xml,keiner,Diospolis Magna (Theben),14. Juli 157 v.Chr.,-0157-07-14,,,3,1,κριθ;πυρ,αρταβ,𐅵,no,num_tag,1/12;1/2;1/4;14;17;23;24;27;50,δ;ιβ;ιδ;ιζ;κγ;κδ;κζ;ν;𐅵,"ἔτους κδ Παῦνι ιζ μεμέτρηκεν εἰς τὸν ἐν Διὸς πόλει τῆι μεγάλῃ θησαυρὸν ὑπὲρ τοῦ τόπου κδ ἔτους Δωσίθεος Πύρρου πυροῦ εἴκοσι ἑπτὰ τέταρτον γίνονται πυροῦ κζ δ, κριθῆς ἀρτάβας ιδ 𐅵 ιβ γίνονται κριθῆς ιδ 𐅵 ιβ. ἄλλας πυροῦ εἴκοσι τρεῖς 𐅵 γίνονται πυροῦ κγ 𐅵. Ἀμβρύων. Πτολεμαῖος· μεμέτρημαι πυροῦ εἴκοσι ",,
o.wilck;;759,o.wilck/o.wilck.759.xml,keiner,Theben,18. Febr. 101 v.Chr.,-0101-02-18,,,3,1,πυρ,αρταβ,,yes,num_tag,13;16;4;7,δ;ζ;ιγ;ιϛ,Ἁρυώθης Παμώνθου Βίωνι χαίρειν. ἔχω παρὰ σοῦ τιμὴντειμὴν πυροῦ ἀρτάβας ἑπτὰ ἀπὸ τῶν ἐπιβαλλόντωνἐπιβαλλοντος σοι ἐκ τῆς μισθώσεως γίνονται πυροῦ ἀρτάβαι ζ· ἔτους ιϛ τοῦ καὶ ιγ Μεχεὶρ δ. ἔγραψεν Ἁρυώθης Παμώνθου.,,
o.wilck;;761,o.wilck/o.wilck.761.xml,,,,,,,3,1,πυρ,αρταβ;χοινι,𐅵,no,num_tag,1;1/2;1/3;1/6;12;20;3;5;6;9,α;γ;ε;θ;ιβ;κ;ϛ;𐅵,"Λυσίμαχος Ἀπολλωνίου σπέρματα κ ἔτους Καίσαρος σπέρματα κ ἔτους Καίσαρος βασιλικῆς υἱῶν Καλλιεδ κάτω τοπαρχίας ἀπὸ ἀρουρῶν γ ἀνὰ ϛ ϛ χοίνικες α γ σπέρματα α 𐅵 πυροῦ θ γ, γράστεως ϛ γίνονται θ 𐅵. ἄλλα τῶν αὐτῶν α ἀρτάβης ἀπὸ ἀρουρῶν ε σπέρματα γ πυροῦ γ γίνονται πυροῦ ιβ 𐅵. Demotic",,
o.wilck;;767,o.wilck/o.wilck.767.xml,keiner,Theben,14. Aug. 2,0002-08-14,,,3,1,πυρ;σιτ,αρταβ,𐅵,no,num_tag,1;1/2;1/3;17;19;2/3;21;31,ιθ;κα;λα;𐅵,"μεμέτρηκεν Λυσίμαχος Ἀπολλωνίου εἰς τὸν τῆς διοικήσεως θησαυρὸν ὑπὲρ δημιω γενημάτων λα ἔτους μεου Καίσαρος πυροῦ ἀρτάβας δέκα ἑπτὰ ἥμισυ τρίτον , ὁμοίως Μεσορὴ κα πυροῦ ἀρτάβαν μίαν δίμοιρον γίνονται πυροῦ ἀρτάβαι ιθ 𐅵. ἔτους λα Καίσαρος Μεσορὴ κα. ἔγραψα Διονύσιος σιτολόγος.",,
o.wilck;;772,o.wilck/o.wilck.772.xml,keiner,Theben,41 - 68,,0041,0068,3,1,πυρ;σιτ,αρταβ,𐅵,no,num_tag,1/2;2;21,β;κα;𐅵,μεμέτρηκεν εἰς τὸν τῆς διοικήσεως θησαυρὸν γενημάτων ἔτους Σενεφώτης Ἁροννῶφρις Σενεφώτου ἀριθ πυροῦ δύοδυω ἥμισυ γίνονται ἀριθ ἀρτάβαι β 𐅵. ἔτους Νέρωνος Κλαυδίου Καίσαρος Σεβαστοῦ ΑὐτοκράτοροςΑὐτοκρατος Ἐπὶφ κα. ἔγραψα Διο σιτολόγος.,,
o.wilck;;773,o.wilck/o.wilck.773.xml,keiner,Theben,22. Aug. 69,0069-08-22,,,3,1,πυρ,αρταβ,𐅵,no,num_tag,1;1/12;1/2;1/3;1/4;1/6;2;22;29;3,α;β;γ;δ;ιβ;κβ;κθ;ϛ;𐅵,"μεμέτρηκεν εἰς τὸν τῆς διοικήσεως θησαυρὸν γενημάτων α ἔτους Παναμεὺς Ἑρμίου πυροῦ ἀρτάβας δύο ἥμισυ τρίτον δωδέκατον γίνονται πυροῦ β 𐅵 γ ιβ. ἔτους α ΟὐεσπασιανοῦΟὐησπυσιανοῦ Καίσαρος τοῦ κυρίου Μεσορὴ γ, ἄλλας κβ πυροῦ τέταρτον γίνονται πυροῦ δ γίνονται πυροῦ γ ϛ. κθ πυροῦ ιβ γίνονται πυροῦ γ δ.",,
o.wilck;;779,o.wilck/o.wilck.779.xml,keiner,Hermonthis,86 - 87,,0086,0087,3,1,πυρ,αρταβ,𐅵,no,num_tag,1/2;1/24;1/3;1/4;10;19;2/3;3;3/4;4;6,γ;δ;ι;ιθ;κδ;τέσσαρας;τέταρτον;ϛ;ἥμισυ;𐅵;𐅷;𐅸,μεμέτρηκεν ΣενπτούθΠενπτουθΠετεπτου Ν εἰς θησαυρὸν ἱερῶν Ἑρμώνθεως γενημάτων ϛ ἔτους πυροῦ ἀρτάβας τρεῖς ἥμισυ τρίτον τετρακαιεικοστὸν γίνονται πυροῦ ἀρτάβαι γ 𐅵 γ κδ. ὁμοίως ὀνόματος Τσονεσόντιος ὑπὲρ ΠονεσόνθιοςΠοεσο κάτω τοπαρχίαςκατοίκωνaltκατοι­κικῆςκατοίκου πυροῦ δέκα δίμοιρον γίνονται πυροῦ ι,,
o.wilck;;799,o.wilck/o.wilck.799.xml,keiner,Theben,13. Juni 105,0105-06-13,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1;1/2;1/4;19;8,α;δ;η;ιθ;𐅵,"μέτρημα θησαυροῦ διοικήσεως Ἄνω τόπου γενήματος η ἔτους Τραιανοῦ τοῦ κυρίου Παῦνι ιθ ὀνόματος Πετεμίνιος Πετεχώνσιος δεκανοῦ διὰ Πωύμμι πρεσβυτέρου Τοννω vestiges μητρὸς Ἑριεῦ πυροῦ 𐅵 δ, ἄλλον διὰ Πούμμιος νεωτέρου ἀδελφοῦ πυροῦ 𐅵 δ γίνεται α 𐅵. Π",,
o.wilck;;802,o.wilck/o.wilck.802.xml,keiner,Theben,24. Juli 108,0108-07-24,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;11;30,ια;λ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος ια ἔτους Τραιανοῦ τοῦ κυρίου Ἐπὶφ λ ὀνόματος Βήχιος ὁμοίως καὶ Φατρήους υἱοῦ πυροῦ 𐅵. Πικῶς.,,
o.wilck;;808,o.wilck/o.wilck.808.xml,keiner,Theben,23. Juli 114,0114-07-23,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1;1/12;1/2;17;29,α;ιβ;ιζ;κθ;𐅵,"μέτρημα θησαυροῦ κωμῶν γενήματος ιζ ἔτους Τραιανοῦ τοῦ κυρίου Ἐπεὶφ κθ ὀνόματος Πετεχώνσιος Ψενα vestiges θ πυροῦ μίαν δωδέκατον γίνεται πυροῦ α ιβ, ἄλλον πυροῦ ἥμισυ γίνεται πυροῦ 𐅵. Π σεσημείωμαι.",,
o.wilck;;813,o.wilck/o.wilck.813.xml,keiner,Theben,23. Juni 120,0120-06-23,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;1/24;29;3;4,γ;δ;κδ;κθ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος δ ἔτους Ἁδριανοῦ Καίσαρος τοῦ κυρίου Παῦνι κθ ὀνόματος Πανισνα Ὥρου Φθουμίνιος πυροῦ τρεῖς ἥμι συ τετρακαιεικοστὸν γίνονται πυροῦ γ 𐅵 κδ. σεσημείωμαι.,,
o.wilck;;820,o.wilck/o.wilck.820.xml,keiner,Theben,18. Juni 125,0125-06-18,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;14;19;24;5;9,θ;ιθ;κδ;𐅵,"μέτρημα εἰς θησαυρὸν μητροπόλεως γενήματος θ ἔτους Ἁδριανοῦ Καίσαρος τοῦ κυρίου Παῦνι κδ ὀνόματος Γερμανοῦ Καλλιμάχου διὰ Πετεχώνσιος Χάρακος πυροῦ δέκα τέσσαρας , ἄλλου γενήματος ὀνόματος τοῦ αὐτοῦ διὰ Μύσθου Πτ πυροῦ πέντε ἥμισυ vestiges πυροῦ ιθ 𐅵 vestiges.",,
o.wilck;;822,o.wilck/o.wilck.822.xml,keiner,Theben,24. Juli 126,0126-07-24,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1;1/2;1/24;1/3;1/6;10;30,α;γ;ι;κδ;λ;ϛ;𐅵,Demotic μέτρημα θησαυροῦ κωμῶν γενήματος ι ἔτους Ἁδριανοῦ Καίσαρος τοῦ κυρίου Ἐπὶφ λ ὀνόματος Σοκμήνεως Νεχθανούφιος ὑπὲρ Χάρακος πυροῦ μίαν ἥμισυ τρίτον τετρακαιεικοστὸν γίνεται πυροῦ α 𐅵 γ κδ. φ καὶ ὀνόματος Οὐσερίπιος τοῦ καὶ πυροῦ τρίτον ἕκτον γίνεται πυροῦ γ ϛ.,,
o.wilck;;826,o.wilck/o.wilck.826.xml,keiner,Theben,18. Juli 127,0127-07-18,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1;1/2;1/3;11;24,α;γ;ια;κδ;𐅵,μέτρημα εἰς θησαυρὸν μητροπόλεως γενήματος ια ἔτους Ἁδριανοῦ Καίσαρος τοῦ κυρίου Ἐπεὶφ κδ ὀνόματος Χαταβοῦτος Φθου. διὰ Ψεναμούνιος Πε Πετεόβτου πυροῦ μίαν ἥμισυ τρίτον γίνεται πυροῦ α 𐅵 γ. Αφ σεσημείωμαι.,,
o.wilck;;828,o.wilck/o.wilck.828.xml,keiner,Theben,15. Juli 128,0128-07-15,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;1/24;12;21,ιβ;κα;κδ;𐅵,μέτρημα εἰς θησαυρὸν κωμῶν γενήματος ιβ ἔτους Ἁδριανοῦ τοῦ κυρίου Ἐπεὶφ κα ὀνόματος Σαραπο Ψενχώνσιος διὰ Παχ vestiges ὑπὲρ Χάρακος πυροῦ ἥμισυ τετρακαιεικοστὸν γίνεται πυροῦ 𐅵 κδ. σεσημείωμαι.,,
o.wilck;;836,o.wilck/o.wilck.836.xml,keiner,Theben,7. Juli 132,0132-07-07,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;13;16;6,ιγ;ιϛ;ϛ;𐅵,μέτρημα εἰς θησαυρὸν μητροπόλεως γενήματος ιϛ ἔτους Ἁδριανοῦ τοῦ κυρίου Ἐπεὶφ ιγ ὀνόματος Πάνεις Ὥρου Κεφάλου ὑπὲρ Χάρακος πυροῦ ἓξ ἥμισυ γίνονται πυροῦ ϛ 𐅵. Π σεσημείωμαι.,,
o.wilck;;838,o.wilck/o.wilck.838.xml,keiner,Theben,6. Aug. 132,0132-08-06,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/12;1/2;1/24;13;16;2;26,β;ιβ;ιγ;ιϛ;κδ;κϛ;𐅵,μέτρημα εἰς θησαυρὸν μητροπόλεως γενήματος ιϛ ἔτους Ἁδριανοῦ τοῦ κυρίου Ἐπεὶφ κϛ ὀνόματος Σενφαήριος Πανᾶτος διὰ Καμήτιος Πικῶτος ὑπὲρ Χάρακος πυροῦ δύο ἥμισυ δωδέκατον γίνονται πυροῦ β 𐅵 ιβ. Πικώς. ἄλλον Μεσορὴ ιγ πυροῦ τετρακαιεικοστὸν γίνεται πυροῦ κδ. Π.,,
o.wilck;;847,o.wilck/o.wilck.847.xml,keiner,Theben,13. Juli 133,0133-07-13,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/12;1/2;1/3;17;19,γ;ιβ;ιζ;ιθ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος ιζ ἔτους Ἁδριανοῦ τοῦ κυρίου Ἐπὶφ ιθ ὑπὲρ Αποχ ὀνόματος Παχνούμιος Παουφθείους πυροῦ ἥμισυ τρίτον δωδέκατον γίνεται πυροῦ 𐅵 γ ιβ. Γάιος σεσημείωμαι.,,
o.wilck;;851,o.wilck/o.wilck.851.xml,keiner,Theben,6. Juni 134,0134-06-06,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;12;18;2,β;ιβ;ιη;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος ιη ἔτους Ἁδριανοῦ τοῦ κυρίου Παῦνι ιβ ὑπὲρ Χάρακος ὀνόματος Ψενενούφιος Ἰσιδώρου Παμώνθου πυροῦ δύο ἥμισυ γίνονται πυροῦ β 𐅵. Πα σεσημείωμαι,,
o.wilck;;861,o.wilck/o.wilck.861.xml,keiner,Theben,23. Sept. 139,0139-09-23,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;1/24;2;25,β;κδ;κε;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος β ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου Θὼθ κε ὑπὲρ vestiges χ ὀνόματος Ψάιτος Ὀήρεως Παναμέως πυροῦ 𐅵 κδ γίνεται πυροῦ 𐅵 κδ. Πα σεσημείωμαι.,,
o.wilck;;868,o.wilck/o.wilck.868.xml,keiner,Theben,16. Juli 141,0141-07-16,,,3,1,πυρ,αρταβ;μετρ,𐅵,no,num_tag,1/2;22;4,δ;κβ;𐅵,μέτρημα εἰς θησαυρὸν κωμῶν γενήματος δ ἔτους Ἀντωνείνου Καίσαρος τοῦ κυρίου ὀνόματος Σεναμούνιος Γερμανοῦ Ἐπὶφ κβ vestiges πυροῦ ἀρτάβας τέσσαρας ἥμισυ γίνονται πυροῦ δ 𐅵. Ἀ βοηθὸς σεσημείωμαι.,,
o.wilck;;869,o.wilck/o.wilck.869.xml,keiner,Theben,25. Juli 141,0141-07-25,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1;1/12;1/2;1/3;3/4;4,α;γ;δ;ιβ;𐅵;𐅸,"μέτρημα θησαυροῦ μητροπόλεως γενήματος δ ἔτους Ἀντωνίνου τοῦ κυρίου Μεσορὴ α ὑπὲρ Νότου ἀπὸ Σεξστιλίου διὰ γεωργοῦ Ὥρου Φατρήους πυροῦ 𐅵 γ, καὶ ὑπὲρ Χάρακος πυροῦ α 𐅸, ἄλλα ὑπὲρ γίνονται πυροῦ τέσσαρας τρίτον δωδέκατον γίνονται πυροῦ δ γ ιβ. Ὧρος σεσημείωμαι.",,
o.wilck;;870,o.wilck/o.wilck.870.xml,keiner,Theben,25. Juni - 24. Juli 142,,0142-06-25,0142-07-24,3,1,πυρ,μετρ,𐅵,no,num_tag,1;1/2;2;5,α;β;ε;𐅵,"μέτρημα εἰς θησαυρὸν γενήματος ε ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου Ἐπεὶφ ὀνόματος Πασήμιος Πεβῶτος ὑπὲρ Χάρακος πυροῦ μίαν ἥμισυ γίνεται πυροῦ α 𐅵, καὶ λ Νεχούθου ὁμοίως πυροῦ . Φθομῖνις πυροῦ β. ἄλλον ὀνόματος Πασήμιος Πεβῶτος ὑπὲρ ἥμισυημισι γίνεται πυροῦ 𐅵. Φθομῖνις σεσημείωμαι.",,
o.wilck;;876,o.wilck/o.wilck.876.xml,keiner,Theben,18. Juni 144,0144-06-18,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1;1/2;1/24;24;7,α;ζ;κδ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος ζ ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου Παῦνι κδ ὑπὲρ Νότου ὀνόματος Πετεψ Παναμέως Φθουμώνθου πυροῦ μίαν 𐅵 κδ γίνεται πυροῦ α 𐅵 κδ. Ὧρος σεσημείωμαι.,,
o.wilck;;886,o.wilck/o.wilck.886.xml,keiner,Theben,16. Juni 146,0146-06-16,,,3,1,πυρ,αρταβ;μετρ,𐅵,no,num_tag,1/2;1/3;22;9,γ;θ;κβ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος θ ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου Παῦνι κβ ὑπὲρ Χάρακος ὀνόματος Πα Πικῶτος διὰ γεωργοῦ Παναχη Ἀπίωνος πυροῦ ἀρτάβας ἥμισυ τρίτον γίνεται πυροῦ 𐅵 γ. Ἐπικ σεσημείωμαι πυροῦ 𐅵 γ.,,
o.wilck;;887,o.wilck/o.wilck.887.xml,keiner,Theben,31. Mai 147 (Tag unsicher),0147-05-31,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1;1/2;1/8;10;6,α;η;ι;ϛ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος ι ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου Παῦνι ϛ ὑπὲρ Χάρακος ὀνόματος Ψανσνῶτος Ἀνουβίωνος εο πυροῦ μίαν ἥμι συ ὄγδοον γίνεται πυροῦ α 𐅵 η. Ἐπικ σεσημείωμαι.,,
o.wilck;;888,o.wilck/o.wilck.888.xml,keiner,Theben,26. Mai - 24. Juni 147,,0147-05-26,0147-06-24,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;1/3;1/6;10,γ;ι;𐅵,"μέτρημα θησαυροῦ μητροπόλεως γενήματος ι ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου Παῦνι ὑπὲρ ὀνόματος Ψεντφοῦτος Ἁρφμόιτος χειμερινοῦ πυροῦ ἥμισυ τρίτον γίνεται πυροῦ 𐅵 γ, καὶ ὀνόματος Τικῶτος Ἑριέως πυροῦ ἕκτον",,
o.wilck;;889,o.wilck/o.wilck.889.xml,keiner,Theben,11. Juli 147,0147-07-11,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;1/3;10;17,γ;ι;ιζ;𐅵,"μέτρημα θησαυροῦ μητροπόλεως γενήματος ι ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου Ἐπὶφ ιζ ὑπὲρ Χάρακος ὀνόματος Ἀμενώθου Ἁρβήχιος χειμερινοῦ πυροῦ ἥμισυ τρίτον γίνεται πυροῦ 𐅵 γ, καὶ ὀνόματος Ἁρβήχιος υἱοῦ πυροῦ ἥμισυ τρίτον γίνεται πυροῦ 𐅵 γ. Καρο σεσημείωμαι",,
o.wilck;;890,o.wilck/o.wilck.890.xml,keiner,Theben,23. Juli 147,0147-07-23,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;1/3;10;29,γ;ι;κθ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος ι ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου Ἐπὶφ κθ ὑπὲρ Χάρακος ὀνόματος Παουκαλήους Παχνούβιος χειμερινοῦ πυροῦ ἥμι συ τρίτον γίνεται πυροῦ 𐅵 γ. Ἐπικ σεσημείωμαι.,,
o.wilck;;892,o.wilck/o.wilck.892.xml,keiner,Theben,146 - 147,,0146,0147,3,1,κριθ,μετρ,𐅵,no,num_tag,1;1/2;1/24;10,α;ι;κδ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος ι ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου ὑπὲρ Χάρακος ὀνόματος Φαμίνιος Πετεχώνσιος Πασήμιος κριθῆς μίαν ἥμισυ τετρακαιεικοστὸν γίνεται κριθῆς α 𐅵 κδ. Καρο σεσημείωμαι.,,
o.wilck;;903,o.wilck/o.wilck.903.xml,keiner,Theben,12. Juni 158,0158-06-12,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/12;1/2;18;21,ιβ;ιη;κα;𐅵,μέτρημα θησαυροῦ κωμῶν γενήματος κα ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου Παῦνι ιη ὑπὲρ Χάρακος ὀνόματος Πετεχῶντος Πικῶ τος μητρὸς ΣενχώνσιοςΠιτεχῶτος Πικῶτοςτοῦ καὶ ΣενχωΠι vestiges χτο Πικῶτοςτοῦ καὶ Σενχώνσιος πυροῦ ἥμισυ δωδέκατον γίνεται πυροῦ 𐅵 ιβ. Ἀμώνιος σεσημείωμαι.,,
o.wilck;;907,o.wilck/o.wilck.907.xml,keiner,Theben,2. Juni 159,0159-06-02,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;1/8;22;8,η;κβ;𐅵,μέτρημα θησαυροῦ κωμῶν γενήματος κβ ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου Παῦνι η ὑπὲρ Κεραμείων ὀνόματος Παναμέως Διοσκουρίδου πυροῦ ἥμισυ ὄγδοον γίνεται πυροῦ 𐅵 η. Ἀμώνιος σεσημείωμαι.,,
o.wilck;;912,o.wilck/o.wilck.912.xml,keiner,Theben,24. Juli 159,0159-07-24,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;12;22;30,ιβ;κβ;λ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος κβ ἔτους Ἀντωνίνου Καίσαρος τοῦ κυρίου Ἐπεὶφ λ ὑπὲρ Νότου ἀπὸ Πετοσίριος Ἁρυ διὰ ? Ἁρποκρατ Πτολ διὰ Πετεμενώφιος πυροῦ δώδεκα ἥμισυ γίνονται πυροῦ ιβ 𐅵. Σαβῖνος σεσημείωμαι πυροῦ ιβ 𐅵.,,
o.wilck;;925,o.wilck/o.wilck.925.xml,keiner,Theben,25. Febr. 167 (Tag unsicher),0167-02-25,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1;1/2;1/8;6;7,α;ζ;η;ϛ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος ϛ ἔτους Αὐτοκρατόρων Αὐρηλίων τῶν κυρίων Σεβαστῶν Φαμενὼθ α τοῦ ζ ἔτους Χάρακος ὀνόματος Νεχθανούφιος Καρου Νεχθανούφιος διὰ Διονυσίου πρεσβυτέρου Πασήμιος πυροῦ μίαν ἥμισυ ὄγδοον γίνεται πυροῦ α 𐅵 η. καὶ ὀνόματος Θαήσιος Ἰσιδώρου Πανεχάτου πυρου διʼ Ἀσκλ πυροῦ,,
o.wilck;;926,o.wilck/o.wilck.926.xml,keiner,Theben,17. Juni 167,0167-06-17,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;23;7,ζ;κγ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος ζ ἔτους Ἀντωνίνου καὶ Οὐήρου τῶν κυρίων Σεβαστῶν Παῦνι κγ ὑπὲρ Χάρακος ὀνόματος Τασήμιος Πετεχ πυροῦ ἥμισυ γίνεται πυροῦ 𐅵. Ἀπο σεσημείωμαι.,,
o.wilck;;929,o.wilck/o.wilck.929.xml,keiner,Theben,5. Juni 168,0168-06-05,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;1/24;1/3;11;8,γ;η;ια;κδ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος η ἔτους Ἀντωνίνου καὶ Οὐήρου τῶν κυρίων Σεβαστῶν Παῦνι ια ὑπὲρ Κεραμείων ὀνόματος Φαήριος Ἀρχίου διὰ γεωργοῦ Πολλίας Διδύμης πυροῦ μίαν ἥμισυ τρίτον τετρακαιεικοστὸν γίνεται πυροῦ 𐅵 γ κδ. Ἀμώνιος σεσημείωμαι.,,
o.wilck;;931,o.wilck/o.wilck.931.xml,keiner,Theben,18. Juni 168,0168-06-18,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/2;24;8,η;κδ;𐅵,μέτρημα θησαυροῦ κωμῶν γενήματος η ἔτους Ἀντωνίνου καὶ Οὐήρου τῶν κυρίων Σεβαστῶν Παῦνι κδ ὑπὲρ Κεραμείων ὀνόματος Γαίου Ἀντω νίου ἩρακλάμωνοςἩρακλᾶτος διὰ Γαίου Ἰουλίου Ἀν τωνίνου πατρὸς πυροῦ ἥμισυ γίνεται πυροῦ 𐅵. Πάμφιλος σεσημείωμαι πυροῦ 𐅵.,,
o.wilck;;935,o.wilck/o.wilck.935.xml,keiner,Theben,6. Juli 171,0171-07-06,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1/12;1/2;1/6;11;12;5,ε;ια;ιβ;ϛ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος ια ἔτους Αὐρηλίου Ἀντωνίνου Καίσαρος τοῦ κυρίου Ἐπὶφ ιβ ὑπὲρ Νότου ὀνόματος Κεφαλ Ἀπολοδώρου διὰ γεωργοῦ Ψενχώνσιος Καμήτιος πυροῦ ἥμισυ δωδέκατον γίνεται πυροῦ 𐅵 ιβ. Ἀμώνιος σεσημείωμαι. ἄλλον Ἐπὶφ ε ὁμοίως πυροῦ ἕκτον γίνεται πυροῦ ϛ. Ἀμώνιος σεσημείωμαι.,,
o.wilck;;939,o.wilck/o.wilck.939.xml,keiner,Theben,ca. Mai - Juli 175,,0175-05,0175-07,3,1,πυρ,μετρ,𐅵,no,num_tag,1;1/2;5,α;ε;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος α ἔτους Γαίου Ἀουιδίου Κασσίου Καίσαρος τοῦ κυ ρίου ὑπὲρ Νότου ἀπὸ Ἀμενρώσιοςμενρω διὰ γεωργοῦ Ὥρου Ψενμενμ πυροῦ πέντε ἥμισυ γίνονται πυροῦ ε 𐅵. Ἀμώνιος σεσημείωμαι πυροῦ ε 𐅵.,,
o.wilck;;940,o.wilck/o.wilck.940.xml,keiner,Theben,17. Aug. 177,0177-08-17,,,3,1,πυρ,μετρ,𐅵,no,num_tag,1;1/2;1/24;1/3;1/8;17;24,γ;ιζ;κδ;𐅵,μέτρημα θησαυροῦ μητροπόλεως γενήματος ιζ ἔτους Αὐρηλίων Ἀντωνίνου καὶ Κομμόδου Καισάρων τῶν κυρίων Μεσορὴ κδ ὑπὲρ νήσων ὀνόματος Δέκμου πρεσβυτέρου Ἡρακλᾶτος πυροῦ μίαν ὄγδοον καὶ ὑπὲρ Χάρακος ὀνόματος κληρονόμου Θαμι πυροῦ ἥμισυ τρίτον κδ γίνεται πυροῦ 𐅵 γ κδ. Ἀμώνιος σεσημείωμαι.,,
