DDB_ID,XML_RelPath,Title,Place,Date_Text,Date_When,Date_NotBefore,Date_NotAfter,Score,Block_Match_Count,Grain_Hits,Unit_Hits,Money_Hits,Priceword_Hit,Number_Type_Summary,Num_Tag_Values,Num_Tag_Texts,Snippet_1,Snippet_2,Snippet_3
basp;50;89,basp/basp.50/basp.50.89.xml,Schedule of Contracts from the Writing Office of Polydeukeia and Sethrenpai,Theadelphia (Arsinoites),spätes I - II,,0076,0200,4,1,κριθ;πυρ,αρταβ;μετρ,δραχμ;μνα,yes,num_tag,1;10;100;12;16;2;20;21;22;23;25;29;3;30;31;32;34;35;36;4;40;43;44;45;49;5;50;52;53;54;55;60;64;67;77;78,α;β;γ;δ;δεκαδύο;δύο;εἴκοσι;ιϛ;κ;κα;κβ;κγ;κε;κθ;λ;λα;λβ;λγ;λδ;λε;λθ;λϛ;μ;μδ;μιᾶς;ν;νγ;νδ;νε;ξδ;ξζ;οζ;οη;πέντε;τέσσαραςτέσσαρες;τέταρτον;τεσσαράκοντα;τεσσαράκοντα τέσσαραςτέσσαρες;τεσσαρακο;τριάκοντα;τριῶν;ἑκατὸν;ἑξήκοντα,ἔτους Αὐτοκράτορος Καίσαρος Δομιτιανοῦ Σεβαστοῦ Γερμανικοῦ γραφειόυγραφίου Πολυδευκείας καὶ Σεθρενπάει τῆς Θεμίστου μερίδος μηνὸς Τῦβι Ὧρος μ Σανσνεῦτι βου ὡς ἐτῶν ν οὐλὴ ὑπὸ μῆλον δεξιὸν ἔχεινἔχιν παρ’ αὐτοῦ διὰ μέτρου χρῆσιν πυροῦ ἐνεστῶτος ἔτους ἐπὶ κώμης Σεθρενπάει. ὑπογραφεῖς τοῦ μὲν Ὥρου Ἁρποκ,,
basp;58;123_32,basp/basp.58/basp.58.123_32.xml,Account,Ain es-Sabil (Oasis Magna),351 - 375,,0351,0375,4,1,κριθ,αρταβ,𐅵,yes,num_tag,1/2;12;30;34;36;4,δ;ιβ;λ;λδ;λϛ;𐅵,ἀπὸ κριθῆς ἀρτάβαι ιβ 𐅵 ἀρτάβαι δ Ηὑ Ταας μάτια δ οὕτως εντοεκεσεν μάτια ιβ ἐν ἐκτιμήσειἐκτιμήσι μάτια ιβ κω μάτια δ Γελασίῳ μάτια λ μητρὶ αὐτοῦ μάτια λϛ υρίωνι μάτια λδ 𐅵 Πμουν ἐκτίμησιν μάτια ιβ,,
bgu;10;1943,bgu/bgu.10/bgu.10.1943.xml,Pachtvertrag,Tholthis (Oxyrhynchites),215 - 214 v.Chr.,,-0215,-0214,4,1,πυρ;σιτ,αρταβ;μετρ,δραχμ,yes,num_tag,1;10;8,,Βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν ἔτους ὀγδόου ἐφʼ ἱερέως Πτολεμαίου τοῦ Πτολεμαίου τοῦ Στασικράτους Ἀλε ξάνδρου καὶ θεῶν Σωτήρων καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀρσινόης τῆς Σωσιβίου μηνὸς Αὐδναίου ἐν Θώλθει το,,
bgu;10;1944,bgu/bgu.10/bgu.10.1944.xml,Pachtvertrag,Tholthis? (Oxyrhynchites),214 - 213 v.Chr.,,-0214,-0213,4,2,ολυρ;πυρ;σιτ,αρταβ;μετρ,δραχμ,yes,num_tag,1/2;10;4;62,,ἐκφορίου πυρῶν ἀρταβῶν καὶ ὀλυρῶν ἀρταβῶν ἑξήκοντα δύο ἡμίσους . τὰ δʼ ἐκφόρια τὰ συγγεγραμμένα ἀποδότωσαν Ἀριστόλοχος καὶ Στράτων καὶ Μενέμαχος Καλλίστηι ἐνἐμ μηνὶ Δύστρωι τοῦ δεκάτου ἔτους σῖτον καθαρὸν καὶ ἄδο λον μέτρωι χοὶ τῶι Ἀριστολόχου μετρήσει δικαίαι καὶ ἀπενεγκάτωσαν εἰς Θῶλθιν οὗ ἂν Καλ ,καὶ ὀλυρῶν ἀρταβῶν ἑξήκοντα δύο ἡμίσους . τὰ δʼ ἐκφόρια τὰ συγγεγραμ μένα ἀποδότωσαν Ἀριστόλοχος καὶ Στράτων καὶ Μενέμαχος Καλ λίστηι ἐμ μηνὶ Δύστρωι τοῦ δεκάτου ἔτους σῖτον καθαρὸν καὶ ἄδο λον μέτρωι χοὶ τῶι Ἀριστολόχου μετρήσει δικαίαι καί ἀπενεγκάτωσαν εἰς Θῶλθιν οὗ ἂν Καλλίστη συντάξηι ἰδίωι ἀνα,
bgu;10;1946,bgu/bgu.10/bgu.10.1946.xml,Pachtvertrag,Tholthis (Oxyrhynchites),213 - 212 v.Chr.,,-0213,-0212,4,1,πυρ;σιτ,αρταβ;μετρ,δραχμ;χαλκ,yes,num_tag,10;2;3,,Βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν ἔτους δεκάτου ἐφʼ ἱερέως Πυθαγγέλου τοῦ Φιλοκλείτου Ἀλεξάνδρου καὶ θεῶν Σωτήρων καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων κανηφό ρου Ἀρσινόης Φιλαδέλφου Ἀγαθοκλέας τῆς Διογνήτου μηνὸς Γορπιαίου ἐν Θώλθει τοῦ Ὀξυρυγχίτ,,
bgu;10;1958,bgu/bgu.10/bgu.10.1958.xml,Quittung über vorausbezahlten Pachtzins,Tholthis (Oxyrhynchites),216 - 215 v.Chr.,,-0216,-0215,4,1,πυρ;σιτ,αρταβ,δραχμ,yes,num_tag,10;150,,Βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργ ετῶν ἔτους ἑβδόμου ἐφʼ ἱερέως Ἀγαθοκλέους τοῦ Ἀγαθοκλέους Ἀλε ξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπα τόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Φιλησοῦς τῆς Δημητρίου μη νὸς Περιτίου ἐν Θώλθει τοῦ Ὀξυρυγχίτου νομοῦ. ὁμολογ,,
bgu;10;1959,bgu/bgu.10/bgu.10.1959.xml,Quittung über vorausbezahlten Pachtzins,Tholthis (Oxyrhynchites),215 - 214 v.Chr.,,-0215,-0214,4,1,πυρ;σιτ,αρταβ,δραχμ,yes,num_tag,10,,Βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν ἔτους ὀγδόου ἐφʼ ἱερέως Πτολεμαίου τοῦ Πτο λεμαίου τοῦ Στασικράτους Ἀλεξάνδρου καὶ θεῶν Σωτή ρων καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλο πατόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀρσινόης τῆς Σω σιβίου μηνὸς Ὑπερβερεταίου ἐν Θ,,
bgu;10;1969,bgu/bgu.10/bgu.10.1969.xml,Getreidedarlehen,Tholthis (Oxyrhynchites),215 - 214 v.Chr.,,-0215,-0214,4,2,πυρ;σιτ,αρταβ;μετρ,δραχμ,yes,num_tag,10,,Βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν ἔτους ὀγδόου ἐφʼ ἱερέως Πτολεμαίου τοῦ Πτολεμαίου τοῦ Στασικράτους Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀρσινόης τῆς Σωσιβίου μηνὸς Ξανδικοῦ ἐν Θώλθει τοῦ Ὀξυρυγχίτου νομο,Βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργε τῶν ἔτους ὀγδόου ἐφʼ ἱερέως Πτολεμαίου τοῦ Πτολεμαίου τοῦ Στασικράτους Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀρσινόης τῆς Σωσιβίου μηνὸς Ξανδικοῦ ἐν Θώλθει τοῦ Ὀξυρυγχίτου νομ,
bgu;11;2054,bgu/bgu.11/bgu.11.2054.xml,Verkauf von Katökenland mit Gebäude,Ptolemais Euergetis (Arsinoites),184 - 192,,0184,0192,4,1,πυρ,αρταβ,δραχμ,yes,num_tag,1/2;1/4;25;400,,"ἔτους Αὐτοκράτορος Καίσαρος Μάρκου Αὐρηλίου Κομμόδου Ἀντωνείνου Εὐσεβοῦς Εὐτυχοῦς Σεβαστοῦ Ἀρμενιακοῦ Μηδικοῦ Παρθικοῦ Σαρματικοῦ Γερμανικοῦ Βρεταννικοῦ μεγίστου, μηνὸς ἐν Πτολεμάιδι Εὐεργέτιδι τοῦ Ἀρσινοείτου νομοῦ. ὁμολογεῖ Θερμοῦθις μ μετὰ κυρίου τοῦ ἀνδρὸς Ὡρίωνος τοῦ Ἥρωνος τοῦ Ἥρωνος ὡς ἐτῶν τ",,
bgu;13;2330,bgu/bgu.13/bgu.13.2330.xml,Sale with Advance Payment (?),Soknopaiu Nesos (Arsinoites),27. Apr. 89,0089-04-27,,,4,1,πυρ,αρταβ;μετρ,δραχμ,yes,num_tag,20;30;40;60;8,"η;κ;τεσσαράκον

    τα;τεσσαράκοντα;τρίακοντα;τριάκοντα;ἑξήκοντα",ἔτους ὀγδόου Αὐτοκράτορος Καίσαρος Δομιτιανοῦο Αὐτοκράτορος Καίσαρος Δομιτιανοῦ Σεβαστοῦ Γερμανικοῦ μηνὸς Γερμανικείου δευτέρᾳ ἐν τῇ Σοκνοπαίουτῇ Σοκνοπαίου ΝήσῳΝήσου τῆς Ἡρακλείδου μερίδος τοῦ Ἀρσινοίτου νομοῦ· τοῦ Ἀρσινοίτου νομοῦ· ὁμολογεῖ Ἑριεῦς Παπεῖτος τοῦ Πανῆτος Πέρσης τῆς ἐπιγονῆς ὡς ἐτῶν τ,,
bgu;13;2331,bgu/bgu.13/bgu.13.2331.xml,Loan and Sale with Advance Payment,Soknopaiu Nesos (Arsinoites),2. März 91,0091-03-02,,,4,1,κριθ;πυρ,αρταβ;μετρ,δραχμ,yes,num_tag,1/2;10;100;31;40;6;7,ι;ϛ,ἔτους δεκάτου Αὐτοκράτορος Καίσαρος ΔομιτιανοῦΔομετιανοῦ Σεβαστοῦ Γερμανικοῦ μηνὸς ἈρτεμισίουἈρτεμησίου ἕκτῃ Φαμενὼθ ϛ ἐν τῇ Σοκνοπαίου Νήσῳ τῆς Ἡρακλεί δου μερίδος τοῦ Ἀρσινοείτου νομοῦ· ὁμολο γεῖ Πανεφρίμμις Πανεσνέως Πέρσης τῆς ἐπιγονῆς ὡς ἐτῶν τριάκοντα ἑν ὸς οὐλὴοὐλεὶ πήχει δεξιῷ Πεκύσι νεωτέρῳ,,
bgu;14;2384,bgu/bgu.14/bgu.14.2384.xml,Pachtvertrag,Tholthis (Oxyrhynchites),215 - 214 v.Chr.,,-0215,-0214,4,1,πυρ;σιτ,αρταβ;μετρ,δραχμ,yes,num_tag,1;10;1000;8,,ἑκάστης ἀρούρας πυρῶν ἀρτάβας ὀκτώ · δότω δʼ αὐτοῖς Εὔ πολις σπέρμα εἰς ἑκάστην ἄρουραν πυρῶν ἀρτάβην μίαν ἐπὶ τῆς χρείας· τὰ δὲ ἐκφόρια τὰ συγγεγραμμένα ἀποδότωσαν Ἀλέξανδρος καὶ Ὧρος Εὐπόλει ἐμ μηνὶ Δύστρωι τοῦ δεκάτου ἔτους σῖτον καθαρὸν καὶ ἄδολον τὸν γενόμενον ἐν τῆι γῆι μέτρωι χοὶ τῶι Εὐπόλεως,,
bgu;14;2387,bgu/bgu.14/bgu.14.2387.xml,Pachtvertrag,Oxyrhynchites,III v.Chr.,,-0300,-0201,4,1,πυρ;σιτ,αρταβ;μετρ,δραχμ,yes,num_tag,10,,Μενάνδρωι ἐνἐμ μηνὶ Δύστρωι τοῦ ἔτους σῖτον καθαρὸν καὶ ἄδολον τὸν γενόμενον ἐν τῆι γῆι μέτρωι χοὶ τῶι Μενάνδρου μετρήσει δικαίαι καὶ ἀπενεγκάτωσαν εἰς τὰ Μενάνδρου ἰδίωι ἀναλώματι· ἐὰν δὲ μὴ ἀ ποδῶσι κατὰ τὰ γεγραμμένα ας καὶ πα Μενάνδρωι τιμὴν τῆς ἀρτάβης ἑκάστης τῶν πυρῶν δραχμὰς δέκα · ἡ δὲ καλά,,
bgu;14;2390,bgu/bgu.14/bgu.14.2390.xml,Pachtvertrag,Herakleopolites,160 - 159 v.Chr.,,-0160,-0159,4,1,πυρ;σιτ,αρταβ;μετρ,δραχμ;ταλαντ;χαλκ,yes,num_tag,1/2;22;3;400;45;5,κβ,Βασιλευόντων Πτολεμαίου καὶ Κλεοπάτρας τῆς ἀδελφῆς τῶν Πτολεμαίου καὶ Κλεοπάτρας Θεῶν Ἐπιφανῶν ἔτους κβ ἐφʼ ἱερέως Ἀντικλέους τοῦ ἐφʼ ἱερέως επεικνειου τοῦ Ἀλεξάνδρου καὶ Θεῶν Σωτήρων καὶ Θεῶν Ἀδελφῶν καὶ Θεῶν Εὐεργετῶν καὶ Θεῶν Φιλοπατόρων καὶ Θεῶν Ἐπιφανῶν καὶ Θεῶν Φιλομητόρων ἀθλοφόρου Βερενίκης ,,
bgu;14;2393,bgu/bgu.14/bgu.14.2393.xml,Getreidedarlehen,Tholthis (Oxyrhynchites),215 - 214 v.Chr.,,-0215,-0214,4,1,ολυρ;σιτ,αρταβ;μετρ,δραχμ,yes,num_tag,4;50,,Βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης Θεῶν Εὐεργετῶν ἔτους ὀγδόου ἐφʼ ἱερέως Πτολεμαίου τοῦ Πτολεμαίου τοῦ Στασικράτους Ἀλεξάνδρου καὶ Θεῶν Ἀδελφῶν καὶ Θεῶν Εὐεργετῶν καὶ Θεῶν Φιλοπα τόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀρσινόης τῆς Σωσι βίου μηνὸς Ξανδικοῦ ἐν Θώλθει τοῦ Ὀξυρυγχίτου νο,,
bgu;14;2397,bgu/bgu.14/bgu.14.2397.xml,Vereinbarung bezüglich Pachtzins,Tholthis (Oxyrhynchites),214 - 213 v.Chr.,,-0214,-0213,4,1,πυρ;σιτ,αρταβ;μετρ,δραχμ;χαλκ,yes,num_tag,12;200;3;300,σ,Βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης Θεῶν Εὐεργετῶν ἔτους ἐνάτου ἐφʼ ἱερέως Ἀνδρονίκου τοῦ Νικάνορος Ἀλεξάνδρου καὶ Θεῶν Σωτήρων καὶ Θεῶν Ἀδελφῶν καὶ Θεῶν Εὐεργετῶν καὶ Θεῶν Φιλοπατόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Πτολεμαίδος τῆς Πτολεμαίου τοῦ Ἐμπεδίωνος μηνὸς Ὑπερβερεταίου ἐν Θώλ,,
bgu;14;2439,bgu/bgu.14/bgu.14.2439.xml,Landregister,Herakleopolites,II - I v.Chr.,,-0200,-0001,4,7,κριθ;ολυρ;πυρ,αρταβ,𐅵,yes,num_tag,1;1/2;1/3;1/4;1/6;1/8;10;100;103;1042;105;1077;11;12;140;141;1411;15;16;1686;17;18;2;2/3;20;224;2282;24;25;28;283;285;29;3;30;35;3540;355;3665;37;38;40;43;4414;4520;5;50;54;544;55;57;6;60;6142;68;69;7;70;709;78;8;90;93;99,Αμβ;Αοζ;Αυια;Αχπϛ;Βσπβ;Γφμ;Γχξε;Δυιδ;Δφκ;α;β;γ;δ;ε;ζ;η;ι;ια;ιβ;ιε;ιζ;ιη;ιϛ;κ;κδ;κε;κη;κθ;λ;λε;λζ;λη;μ;μγ;ν;νδ;νε;νζ;ξ;ξη;ξθ;ο;οη;ρ;ργ;ρε;ρμ;ρμα;σκδ;σπγ;σπε;τνε;φμδ;ψθ;ϙ;ϙγ;ϙθ;Ϛρμβ;ϛ;𐅵;𐅷,ς τούτοις ἐστὶν σκωληκοβρώτου τῆς ὑπὸ τοῦ ογραμματέως ἀναγεγραμμένης ἐπὶ τῆι βασιλικῆι καὶ τῆς κεχωρισμένης προσόδου καὶ κλήρου εἰς πυρῶν Δυιδ 𐅵 ὧν εἶναι βασιλικῆς ἀρουρῶν Αμβ 𐅵 δ ἀρταβῶν Γχξε 𐅵 δ βασιλίσσης ρμα δ μγ δ ἰδίου λόγου λε 𐅵 ὀλύρας ε ργ 𐅵 δ η κεχωρισμένης προσόδου ιϛ ὀλύρας καὶ πυροῦ καθη,ἀφʼ ὧν τῶν ἐγνωσμένων εἶναι ἐν ἀσινεῖἀσινῆ σπόρωι τῆς Κρήκεως φυλακιτικοῦ κλήρου λο ερουπ ἐκ τοῦ Εὐάνδρου ἀντὶ σκωληκοβρώτου Μενελάου γίνονται γίνονται τῆς κώμης ε 𐅵 Μαχὸρ ἄρουραι φυλακιτικ ἀνειλημμεν Ἡρακλείου τοῦ Π vestiges κατοίκουκατόκου Πλᾶτος τοῦ vestiges ἄρουραι ε ιη δ γίνονται η 𐅵 δ γίνονται,ἀφʼ ὧν τῶν ἐγνωσμένων ἐν ἀσινεῖἀσινῆ σπόρωι ἀρουρῶν ρ καταλείπονται ἄρουραι ζ η ναι διαγεγραμμέν vestiges ψθ δ η αἳ πυροῦ σπγ 𐅵
bgu;14;2440,bgu/bgu.14/bgu.14.2440.xml,Landregister,Herakleopolites,II - I v.Chr.,,-0200,-0001,4,5,πυρ;σιτ,αρταβ,𐅵,yes,num_tag,1;1/16;1/2;1/3;1/32;1/4;1/8;10;100;101;104;110;111;12;120;121;122;13;14;143;15;17;18;193;2;21;22;23;24;25;28;3;30;35;4;43;446;49;5;50;500;501;55;589;6;60;603;61;64;7;73;8;80;81;86;9;90;99,α;β;γ;δ;ε;ζ;η;θ;ι;ιβ;ιγ;ιδ;ιε;ιζ;ιη;ιϛ;κα;κβ;κγ;κδ;κε;κη;λ;λβ;λε;μγ;μθ;ν;νε;ξ;ξα;ξδ;ογ;π;πα;πϛ;ρ;ρα;ρδ;ρι;ρια;ρκ;ρκα;ρκβ;ρμγ;ρϙγ;υμϛ;φ;φα;φπθ;χγ;ϙ;ϙθ;ϛ;𐅵,vestiges μητρικῆς προσόδου Ἀγήματος κάτω· Πεενάμεως· ἀπὸ ἀρουρῶν ιδ 𐅵 η ἄρουραι ε κε γ τοῦ Ἐσβενδήτιος ὁμοίως ἀντὶ ἀρουρῶν ρκα ἄρουραι ρκβ ϛ τος ἀρουρῶν ρδ ἄρουραι α ἀρταβῶν δ ιϛ τ ἀρουρῶν ρμγ ἄρουραι κε πυροῦ ρ καὶ ἀπὸ ἰδίου λόγου· Τιλώθεως· μθ 𐅵 α δ Τωέως· ἀπὸ ἀρουρῶν νε 𐅵 δ η ἄρουραι δ η ἀμπελῶνο,τῶν ἀγνοιῶν· εὐεργε· Ἱππίου τοῦ Ἱππίου ἐσπαρμένων ι ἀπηγμέν λε διάφορον πυροῦ ε ικοῖς προσόδοις διάφορον ἐκφορίου αἳ ἐλάσσω πυροῦ ἀρτάβαι β ιϛ ἀμπελώνων σιτικοῦ· Φῦς· Ἡρακλείου τοῦ Διονυσίου πυροῦ α β πυροῦ ζ δου ὄντος ἐν ὑπολόγωι 𐅵 δ ἀρταβ ρϙγ 𐅵 δ μγ 𐅵 δ διάφορον θ 𐅵 δ ἀρταβῶν ν περὶ φ 𐅵 ὧν ἐσπαρμέ,Τεχθώ· φυλακιτῶν· ἀντὶ τῶν ὑπορ ἀνδρῶν vestiges ἀρουρ ξ πλεονάσματιπλειονάσματει τῆς ὑπὸ τῆς ἐσπαρμένης προσλελογισμένης ἀρουρῶν πϛ πυροῦ ξδ 𐅵 γραμματικοῦ η 𐅵 γίνονται πυροῦ ογ Τέκμι· φυλακιτῶν ἀντὶ τῶν ἐκ τοῦ κατʼ ἄνδρας κατοίκων· ἀρταβ φπθ vestiges ικ μισμε ἀρουρῶν φ ζ 𐅵 γραμματικοῦ α γίνονται η 𐅵
bgu;16;2670,bgu/bgu.16/bgu.16.2670.xml,Official Account,Herakleopolites,ca. 14 - 13 v.Chr.,,-0014,-0013,4,2,κριθ;σιτ,αρταβ,δραχμ;οβολ;χαλκ,yes,num_tag,100;109;110;1140;12;15;17;2;200;240;28;35;4;400;60;625;7;8;80,Αρμ;β;δ;διώβολον;ζ;η;ιβ;ιε;ιζ;κη;λε;ξ;π;ρ;ρθ;ρι;σ;σμ;υ;χκε,Περὶ Τεκμί· αι῾ σημαινόμεναι δεδόσθαι εἰς παρουσίαν Λούπου δραχμαὶ ρθ ὀβολοὶ β Φαινίππου· παρὰ τῶν Ἀράβων χάριν νομῆς προβάτων δραχμαὶ ιζ ἔτους δραχμαὶ σ δραχμαὶ ζ καὶ πόκων ιε ιζ ἔτους δραχμαὶ ξ· καὶ λαχάνου κριθῆς δραχμαὶ δ ἄλλαι δ γίνονται η ς οἴνου ἡμικαδίων β δραχμαὶ η ἄλλαι δραχμαὶ δ· σκυτέων ,Θμοιαμούνεως· παρὰ τῶν ἐκ τοῦ vestiges λαχάνου ἀρτάβαι λε. δραχμαὶ σμ Ἀπολλωνίου δραχμαὶ π Κ ἥμισεως δραχμαὶ υ vestiges λλίπου Διομήδους σιτολόγου δραχμαὶ σ vestiges λινυφων ρι vestigesπ π ιζ ἔτους ὁμοίως παρὰ τοῦ αὐτοῦ γὶνονται τόπου Αρμ,
bgu;1;14,bgu/bgu.1/bgu.1.14.xml,keiner,Memphites,17. Aug. 255,0255-08-17,,,4,1,πυρ,αρταβ,δραχμ;ταλαντ,yes,num_tag,1;10;100;11;1133;12;13;14;15;1532;16;1600;18;1818;2;21;22;23;24;25;2625;27;28;3;303;308;33;3588;36;37;4;40;400;52;6;69;8,Αρλγ;Αφλβ;Αχ;Αωιη;Βχκε;Γφπη;α;β;γ;δ;διώβολον;η;ι;ια;ιβ;ιγ;ιδ;ιε;ιη;ιϛ;κα;κβ;κγ;κδ;κε;κζ;κη;λγ;λζ;λϛ;μ;νβ;ξθ;ρ;τγ;τη;υ;ϛ,"παρὰ Αὐρηλίου Ἀπολλωνίου φροντιστοῦ Ἀλεκτω λόγος ἀργυρικὸς λημμάτων καὶ ἀναλωμάτων, ὑφʼ ὃν καὶ γενικὸς τῶν ἀπὸ Μεσορὴ νεομηνίας ἕως κδ τοῦ ἐνεστῶτος β ἔτους Οὐαλεριανοῦ καὶ Γαλλιηνοῦ Σεβαστῶν. ἔστι δὲ λημμάτων· παρὰ Νεμεσίωνος χειριστοῦ τάλαντα γ δραχμαὶ Αφλβ. καὶ ἀπὸ τιμῆς γενῶν οἴνου δοθέντος ὑδρο",,
bgu;1;223,bgu/bgu.1/bgu.1.223.xml,keiner,Arsinoites,212,0212,,,4,1,πυρ,αρταβ;μετρ,𐅵,yes,num_tag,1/2;18;20;6,ιη;κ;ϛ;𐅵,διακη Λογγείνου Σαραπίωνι χαίρειν· ἔσχον παρὰ σοῦ τιμῆς πυροῦ ἀρταβῶν ἓξ ἡ μίσους γίνονται πυροῦ ἀρτάβαι ϛ 𐅵 ἐπὶ τῷἐπιτόκιον μετρήσεινμετρησω εἰς τὸ δημόσιον καὶ ἐπήνεγκαἐπενεκκω σοι τὸ σύμβολον. ἔτους κιη Μάρκου Αὐρηλίου Σεουήρου Ἀντωνίνου Παρθικοῦ Μεγίστου Βρεντανικοῦ Μεγίστου Εὐσεβοῦς ΣεβαστοῦΓερ,,
bgu;20;2840,bgu/bgu.20/bgu.20.2840.xml,Amtliche Korrespondenz über Kornlieferung für Soldaten,Herakleopolites,29. Juli 200 v.Chr. (Jahr unsicher),-0200-07-29,,,4,3,πυρ;σιτ,αρταβ;μετρ,δραχμ;ταλαντ;χαλκ,yes,num_tag,1;1/2;10;100;1240;1406;1407;15;1661;19;192;193;2;200;21;29;3;3700;3961;4;4013;5;517;518;703;705;8;889,"Ασμ;Αυζ;Αυς;Αχξα;Γψ;Γϡξα;Διγ;α;β;ε;η;ι;ιε;ιθ;κα;κθ;ρ;ρϙβ;ρϙγ;σ;τετράμηνον;τριώβολον;φιζ;φιη;ψγ;ψε;ωπθ;Ἀυς;ἥμισυ;ὀκτακοσίας ὀγδοήκοντα
ἐννέα;ὀκτακοσίας ὀγδοήκοντα ἐννέα",Σπάρτακος κλεῖ χαίρειν. τῆς παρ’ Ἑρμοκλέους τοῦ στρατηγοῦ ἐπιστολῆς ὑπόκειταί σοι τὸ ἀντίγραφον. μέτρησον οὖν Λύσιδι τῶι παρὰ Ἀπολλοδώρου γραμματέως ὥστε τοῖς ἐν τῶι νομῶι ὑπαίθροις τοῖς εἰς Παχων καὶ Παυνι τοῦ ε ἔτους τοῦ μηνὸς πυροῦ ἀρτάβας ψε ἥμισυ ἀφ’ ὦν ἀνταναιρεῖται μου πυροῦ ἀρτάβας β γίνοντα,ἀξιῶ ἐὰν φαίνηται Ἑρμοκλῆς· χρημάτισον τάλαντα Σπάρτακος· μέτρησον ὀκτακοσίας ὀγδοήκοντα ἐννέα ἀρτάβας τοῦ σιτωνίου ἔτους ε Παυνι κα.,ἔτους ε Παυνι κα Σπάρτακος πυροῦ ἀρτάβας ωπθ τάλαντα κθ
