DDB_ID,Mention_ID,Grain_Form,Context_Type,Signal_Strength,Neg_Signals,Rejection_Reason,Context_Window
chr.wilck;;370,1,πυρον,TAX,0.0,TAX,no_positive+negative(TAX),"αὶ
Ἐπεὶφ μησὶ ἐξ ἀλληλεγγύης, τὸν μὲν πυρὸν εἰς τοὺς δημοσίους θησαυρούς, τὸ δὲ ἀργύ"
chr.wilck;;370,1,κριθην,TAX,0.0,TAX,no_positive+negative(TAX),"θησαυρούς, τὸ δὲ ἀργύ
ριον καὶ τὴν κριθὴν τοῖς τῆς οὐσίας οἰκονόμοις κ αὶ δώσ ομεν"
cpr;15;50,1,πυρου,RATION,0.0,RATION,no_positive+negative(RATION),"άναις
δεκάτο υ ἔτους κα τασπο ρᾶς πυροῦ ἀρτάβαι 4
καὶ εἰς διατροφὴν τοῖς παιδίο"
cpr;15;50,1,πυρου,RATION,0.0,RATION,no_positive+negative(RATION),"δεκάτο υ ἔτους μηνῶν δέκα 10
πυροῦ ἀρτάβαι 142 1/2 1/3 1/12 λοιπαὶ πυροῦ ἀρτάβαι"
cpr;35;29,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"Φιλοκράτους
κλήρου ἀρούρας 6 εἰς σ πορὰν πυροῦ καὶ ἀναπαυ
ματικῶν γενῶν κατʼ ἔ τ"
cpr;35;29,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ἔτος ἀποτά κ του τῶν ὅλων
ἀρουρῶν πυροῦ ἀρταβῶ ν 18 καὶ ἀ ργυ
ρίου"
o.ont.mus;2;153,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ὑπ ὲρ
μερισμοῦ διπλῶ ν τι μὴν πυροῦ
δραχ μὰς τέσσαρας τέσσαρες γίνονται δραχμαὶ 4"
p.berl.salmen;;5,1,ολυρασ,ADMIN,0.0,ADMIN,no_positive+negative(ADMIN),ὐ το ῖ ς τῆι 11 τοῦ Ἁθὺρ ὀλύρας ἀρταβῶν 125 τὸν κατὰ λόγον φακὸν διὰ ὧν
p.berl.salmen;;6,1,σιτολ,ADMIN,0.0,ADMIN,no_positive+negative(ADMIN),"ὑπόκειται, ὅπως εἰδὼς συντάξης ἐ π ιστεῖλαι τῶι σιτολ ό γῳ προέσθ αι ὡς καθήκει τὰς δηλουμένας"
p.berl.salmen;;7,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ικῆς 694 1/4 , ὧν καθη κ όντων πυροῦ 1311 1/4 καὶ ν αυ βίου χα λκοῦ"
p.berl.salmen;;7,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"καὶ εἰς τὸ τοῦ 32 ἔτος
σπόρου πυροῦ ἀρτάβας 269 ἢ τὸν κατὰ λόγον φακὸν ἐκ"
p.berl.salmen;;9,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"χαλκοῦ 2775 31 ἔτους χαλκοῦ 2775 γ ίνονται πυροῦ ἀρτάβαι τάλαντα
μεμετρίασται δοθῆναι παρόντος κα ὶ"
p.cair.isid;;71,1,σιτου,TAX,0.0,TAX,no_positive+negative(TAX),"μερισμὸς τάλαντα 23 δραχμαὶ 2000
4 μερισμὸς σίτου ἀρτάβαι 7
5 μερισμὸς τάλαντα 46 δραχμαὶ"
p.cair.zen;3;59320,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"ναῦλον τῆς Ἴσιος κυβαίας
τοῦ καταχθέντος σίτου
ἐκ τοῦ Ἀρσινοίτου
δραχμὰς 966 4"
p.cair.zen;4;59648,1,πυρων,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"κάτεργον αὐτῶ ν
δραχμὰς 2 κα ὶ πυρῶν ἀρ τάβας 2 . ἐγὼ οὖν δώσω"
p.cair.zen;4;59669,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"εἰς τὸ γι νόμενόν μοι ναῦλον τοῦ
σίτου τοῦ καταχθέντος Ἀπολ λωνίωι ὥστε Ἀμύντα ι"
p.cair.zen;4;59724,1,πυρ,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","εἰσίμ μοι γῆς ἄρουραι 100
ἐκφορίου ἀνὰ πυρ ῶν ἀρ τάβας 2
καὶ ἄλλαι πυρῶν"
p.cair.zen;4;59724,1,πυρων,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","πυρ ῶν ἀρ τάβας 2
καὶ ἄλλαι πυρῶν ἀρ τάβαι 37 1/2
αἱ εἰς τὸ"
p.cair.zen;4;59724,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),"εἰς ταύτας ἔχω κ ατὰ
σύμβολον εἰς πυρῶν λόγον
ἀρτά βας 67 1/2
καὶ"
p.cair.zen;4;59724,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"ἀργυ ρίου δραχμὰς 20 ,
ὃ γίνονται πυρ οῦ ἀρτ άβαι 20 .
ἃς ὑπολογῶ"
p.cair.zen;4;59724,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),".
γίνονται ἃς ἔχω παρὰ σοῦ
πυρῶν ἀρτά βαι 114 1/2 .
λοιπαὶ ἐν"
p.cair.zen;4;59753,1,πυρων,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"τὸ ναῦλον εἰς Ἡρακλέους
πόλιν πυρῶν ἀρ ταβῶν 900 ἀν ὰ δραχμὰς 4 2"
p.col;2;1r_4col13,1,πυρου,TAX,0.0,"TAX,TRANSPORT","no_positive+negative(TAX,TRANSPORT)","μοι φορέτρων οὗ κατ ῆ
ξα δημοσίου πυροῦ ἀπὸ θη σαυ
ρῶν Πολέμωνος μερ ίδ"
p.col;2;1r_4col4,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"1/2 1/3 1/24 . Ὀρσενοῦπ ις Τιθείο υς πυροῦ ἀρτάβην 1 2/3 1/8 .
Κερ κεσο"
p.col;2;1r_4col4,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"χ ων δημοσίω ν . Αὐλῆρις ἀπάτ ωρ πυροῦ ἀρτάβην 1 1/6 1/24
Ἄρη ς εως"
p.col;2;1r_4col4,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ἀρτάβην 1 1/6 1/24
Ἄρη ς εως πυροῦ ἀρτάβας 6 1/2 1/3 1/24 κριθ ῆς ἀρτάβης"
p.col;2;1r_4col4,1,κριθ,TAX,0.0,TAX,no_positive+negative(TAX),"ς εως πυροῦ ἀρτάβας 6 1/2 1/3 1/24 κριθ ῆς ἀρτάβης 1/3 1/24 κ .
Πα"
p.col;2;1r_4col7,1,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"2 μ ερίδ ων
ὑπὲρ φορέτρο υ πυροῦ οὗ ἐδ ηλ ώθημεν κατηχέ
ναι κ"
p.coll.youtie;1;24,1,κριθησ,SEED,0.0,SEED,no_positive+negative(SEED),"δραχμ
βωλοκοποῦσι ἐργάταις 3 δραχμὰς 3
κριθῆς κρειθῆς εἰς σπορὰ ν ἀρτάβας 2
βοτανισμοῦ"
p.erl.diosp;;1,10,πυριδε,TAX,0.0,TAX,no_positive+negative(TAX),"ὑπ ὲρ μερισμο ῦ οὐσίας ἀρ γυρίου
πυριδε
Ἡρ ακλάμμωνι ἀργυρ ίου τάλαντ
τῷ"
p.fay;;101,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"καὶ κνῆκος 1/6 ἀρτάβαι 50 ,
αἳ πυροῦ ἀρτάβαι 60 , γίνονται το ἐκφόριον ἐκφώριων"
p.fay;;101,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ἀρτάβαι 60 , γίνονται το ἐκφόριον ἐκφώριων
πυροῦ ἀρτάβαι 229 , καὶ κηπωρῷ πυροῦ ἀρτάβη 1"
p.fay;;101,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ἐκφώριων
πυροῦ ἀρτάβαι 229 , καὶ κηπωρῷ πυροῦ ἀρτάβη 1 , γίνονται ἀρτάβαι 230 ."
p.fay;;101,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),", γίνονται ἀρτάβαι 230 .
ἀνθʼ ὧν πυροῦ ἀρτάβαι 247 1/2 ,
καταλείπεται καταλίπεται καταλιπταται"
p.fay;;110,1,κριθ,ADMIN,0.0,ADMIN,no_positive+negative(ADMIN),"καὶ Διδᾶν δ ο υ ν τιμ ὴν κριθ ῆς δραχμὰς 240 καὶ τόκ ους ,"
p.flor;1;72,1,κριθησ,LOAN,0.0,LOAN,no_positive+negative(LOAN),"δρα
χμὰς δε κ αὲξ κ αὶ κριθῆς ἀρτά
βη ν μ ί αν τρίτον,"
p.flor;2;231,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ὀφειλόμενα ὑπὸ
αὐτοῦ εἰς πλήρω
σιν πυροῦ ἀρταβῶν 400
παραλαβεῖν ἵ να
ὅταν"
p.freib;3;34,1,πυρων,TAX,0.1,TAX,weak_positive(0.1)+negative(TAX),"οντα 30
ς ἐκφορίου τὴν ἄρουραν ἑκάστην πυρῶν ἀ ρταβῶν
ἄσπερμον καὶ ἀκίνδ υνον καὶ"
p.fuad.i.univ;;35,1,πυρου,ADMIN,0.0,ADMIN,no_positive+negative(ADMIN),"ὰ δι Ζωιδο ῦ σω α τιμ ῆς πυροῦ
τρίτου ἔτους Θ εαδ ελφείας κληρουχ ικῆς"
p.gen;2;97,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ἐπιβολ ῆς ἀρουρῶν 2 1/2 1/8 1/32 πυροῦ ἀρτάβαι 12 1/2 1/8
Μᾶρκος Οὐαλέριος Λόγγος"
p.gen;2;97,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"1/8
Μᾶρκος Οὐαλέριος Λόγγος
προσ μετρουμένων πυροῦ ἀρτάβαι 1/3 1/24 , ναυβίου
Μᾶρκος Ἄττιος"
p.graux;3;30col10,1,κριθησ,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"Θεμίστου καὶ Πολ έμωνος μερίδων ὑπὲρ φορέτρων κριθῆς ἧς ἐδηλώθη
μεν ἐδηλώθη
σαν καταγειοχέναι"
p.graux;3;30col4,1,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"φορέτρων οὗ κα
τήξα μεν δη μοσίου πυροῦ ἀπὸ θησαυρῶν
τῆς Πολ έμωνος μερίδ ος"
p.graux;3;30col6,1,πυρου,TAX,0.0,"TAX,TRANSPORT","no_positive+negative(TAX,TRANSPORT)","μένων μοι φορέτρων οὗ κατῆ
ξα δημοσίου πυροῦ ἀπὸ θησαυ
ρ ῶν Πολέμωνος μερίδος"
p.graux;3;30col9,1,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"μερίδων ὑ
πὲρ φορέτρων φο
λέτρων πυροῦ οὗ ἐδηλώθημεν ἐδηλόθησαν καταγειοχέναι καταγειοχαίναι ἀπὸ θησαυρῶν"
p.heid;4;336,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","τ ο ῦ κυρίου εἰ ς
σπορὰν πυροῦ ἐκφορίου ἑκάστης ἀρούρης πυροῦ ἀρταβῶν 10 1/2 ,"
p.heid;4;336,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","εἰ ς
σπορὰν πυροῦ ἐκφορίου ἑκάστης ἀρούρης πυροῦ ἀρταβῶν 10 1/2 , τ ῷ δ ὲ"
p.hib;1;110,1,πυρων,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"εἶχον δὲ καὶ Κρίτωνι τῶν 20 ἀρταβῶν τῶν πυρῶν δραχμὰς 40 ,
καὶ ναῦλον των τῶν"
p.hib;1;110,1,πυρων,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"δραχμὰς 40 ,
καὶ ναῦλον των τῶν πυρῶν καὶ κριθῶν ἔχω δραχμὰς 15 .
εἰς"
p.hib;1;110,1,κριθων,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),",
καὶ ναῦλον των τῶν πυρῶν καὶ κριθῶν ἔχω δραχμὰς 15 .
εἰς ταῦτα ἔχει"
p.hib;1;110,1,σιτ,TAX,0.0,TAX,no_positive+negative(TAX),"ἀργυρίου δραχμὰς 448 .
ἀνήλωμα τοῦ σίτ ο υ ἐφʼ Ἱερᾶι Νήσωι σάκκους 2 4"
p.hib;1;110,2,κριθων,TAX,0.0,TAX,no_positive+negative(TAX),"καὶ Ἀριστάρχου τὸ πᾶν δραχμὰς 3 καὶ
κριθῶν ἀρτάβας 15 .
ἔτους 12 ἐφʼ ἱερέως"
p.iand.zen;;1,1,πυρον,SEED,0.0,SEED,no_positive+negative(SEED),"ρας 100 εἰς ἐνιαυτόν, ἑκάστην ἄρου ραν πρὸς πυρὸν ἀν ὰ ἀρ τάβας
7 ἀκίνδυνον καὶ"
p.iand.zen;;1,1,πυρο,SEED,0.0,SEED,no_positive+negative(SEED),"ἀνυπόλογον παντὸς ὑπολόγου. δοθήσεται δὲ εἰς μὲν τὴν πυρο
φόρον σπέρμα τῆι ἀρού ρηι ἀρ τάβης"
p.iand.zen;;1,1,κριθοφορον,SEED,0.0,SEED,no_positive+negative(SEED),"ρηι ἀρ τάβης 1/2 , εἰς δὲ τὴν κριθοφόρον κατὰ λόγον καὶ εἰς ἀνήλωμα ἑκάστηι
ἀρού"
p.iand.zen;;1,1,σιτον,TAX,0.0,TAX,no_positive+negative(TAX),καὶ Πᾶσις καὶ Κε λ εκ ς τὸν σῖτον εἰς τὸ ἐκφόριον ἐν τῶι ἐν Φιλαδελφείαι
p.iand.zen;;1,1,σιτολο,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἐν Φιλαδελφείαι
θησαυρῶι κ α τὰ τὸ σιτολο γ ικὸν διάγραμμα ἐμ μηνὶ τῶι ἐν τῶι"
p.iand.zen;;1,1,σιτον,SEED,0.0,SEED,no_positive+negative(SEED),καὶ ὃ ν ἂν λαβ ηι ωσι σῖτον εἰ ς σπέρμα καὶ βοτανισμὸν καὶ ἀνήλωμα καὶ
p.iand.zen;;1,1,σιτον,SEED,0.0,SEED,no_positive+negative(SEED),"ν κοπάδα δ ανείσ η ων ται ἢ σῖτον ἀντὶ τοῦ ἀργυρίου, τῶν μὲν πυ ρῶν"
p.kron;;34,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ας σπιρ ομέν ας εἰς σ πορὰν πορὰν πυροῦ, ἐκφορί
ου ἐπὶ τὴν τριετίαν κ ατʼ"
p.lille;1;30,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),"100
ἀφʼ ὧν γράφει Ἀχοᾶ πις ἐσπάρθαι πυρῶν 55 1/2 1/8 1/16 , κριθ ῆς 4"
p.lille;1;30,1,κριθ,SEED,0.0,SEED,no_positive+negative(SEED),"πις ἐσπάρθαι πυρῶν 55 1/2 1/8 1/16 , κριθ ῆς 4 , ἀράκ ου 38 γίνονται 97"
p.lille;1;30,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),"καὶ τὰ δεδομένα σπέρματα Παψῶστι Σ εμθέως πυρῶν 72 ,
ἀράκ ου 38 1/3 αἳ"
p.lille;1;30,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),"72 ,
ἀράκ ου 38 1/3 αἳ πυρῶν 23 γίνονται 95 γίνονται 395
Φ αμε"
p.lille;1;30,1,κριθ,SEED,0.0,SEED,no_positive+negative(SEED),"95 γίνονται 395
Φ αμε νὼθ , κριθ ῆς 53 1/3 , σπέρμα πυρ οῦ 50"
p.lille;1;30,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"νὼθ , κριθ ῆς 53 1/3 , σπέρμα πυρ οῦ 50 , πυρ ῶν 54 γίνονται πυρῶν"
p.lille;1;30,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"53 1/3 , σπέρμα πυρ οῦ 50 , πυρ ῶν 54 γίνονται πυρῶν 104 , κρ ιθῆς"
p.lille;1;30,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),"πυρ οῦ 50 , πυρ ῶν 54 γίνονται πυρῶν 104 , κρ ιθῆς 53 1/3
Φαρμοῦθι"
p.lille;1;30,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"κρ ιθῆς 53 1/3
Φαρμοῦθι 10 , πυρ ῶν 40 · 29 , πυρ ῶν 70"
p.lille;1;30,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"10 , πυρ ῶν 40 · 29 , πυρ ῶν 70 , σπέρμα π υ ρ οῦ"
p.lille;1;30,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),", σπέρμα π υ ρ οῦ 10 γίνονται πυρῶν 120
Ἐπεὶφ 23 , χλ ωρῶν πυροῦ"
p.lille;1;30,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"πυρῶν 120
Ἐπεὶφ 23 , χλ ωρῶν πυροῦ 20 · 25 29 , χλ ωρῶν πυροῦ"
p.lille;1;30,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"πυροῦ 20 · 25 29 , χλ ωρῶν πυροῦ 22 1/2 γίνονται 42 1/2
γίνονται πυρῶν"
p.lille;1;33,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),"1/8 1/16
ἀφʼ ὧν γράφει Ἀχοᾶπις ἐσπάρθαι πυρῶν 193 1/2 1/4 , ἀράκ ου 91 1/8"
p.lille;1;33,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"καὶ τὰ δεδομένα σπέρματα Πάσιτι Ἁ ρ υώτου πυρ ῶν 230 , ἀράκ ου 80 1/3"
p.lille;1;33,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),"230 , ἀράκ ου 80 1/3
αἳ πυρῶν 50 γίνονται 280 εἰς τὴν σκοληκόβρωτ ον σκ"
p.lille;1;33,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"· 30 , σ π έ ρμ α πυρ οῦ 272 1/2
Φαρ μοῦθι 7 ,"
p.lille;1;33,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"οῦ 272 1/2
Φαρ μοῦθι 7 , πυρ ῶν 213 · 10 , πυρ ῶν 348"
p.lille;1;33,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"7 , πυρ ῶν 213 · 10 , πυρ ῶν 348 1/4 · 20 , σπέρμα πυρ"
p.lille;1;33,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"πυρ ῶν 348 1/4 · 20 , σπέρμα πυρ οῦ 140 μρ · 29 , πυρ ῶν"
p.lille;1;33,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"σπέρμα πυρ οῦ 140 μρ · 29 , πυρ ῶν 91 1/2
30 , πυρ ῶν"
p.lille;1;33,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),", πυρ ῶν 91 1/2
30 , πυρ ῶν 254 1/2 γίνονται 1047 1/4
Παχὼνς"
p.lille;1;33,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"γίνονται 1047 1/4
Παχὼνς 10 , σπέρμα πυρ οῦ 70 , πυρῶν 22 βμ 1/4 1/4"
p.lille;1;33,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),"Παχὼνς 10 , σπέρμα πυρ οῦ 70 , πυρῶν 22 βμ 1/4 1/4 1/8
γίνονται πυρῶν"
p.lille;1;33,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),"πυρῶν 22 βμ 1/4 1/4 1/8
γίνονται πυρῶν 1772
καὶ ἀπὸ χωλρῶν πέπτωκεν· ἔτους 2"
p.lille;1;35,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"γίνονται 121
υ
ν ιγ ν πυροῦ ι
18 καὶ το 23 1/2 1/4"
p.lille;1;35,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"Πα χὼνς 62 1/3 . 2 , σπέρμα πυρ οῦ 100 γίνονται πυροῦ 690 1/2
Παῦνι"
p.lille;1;35,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),". 2 , σπέρμα πυρ οῦ 100 γίνονται πυροῦ 690 1/2
Παῦνι π πυρ οῦ γίνονται"
p.lille;1;35,1,πυρ,SEED,0.0,SEED,no_positive+negative(SEED),"100 γίνονται πυροῦ 690 1/2
Παῦνι π πυρ οῦ γίνονται 30
Ἐπεὶφ 11 , χ"
p.lond;2;370,1,σιτου,RATION,0.0,RATION,no_positive+negative(RATION),"ω ὀψωνίῳ ὀψονίῳ δραχμὰς 8 καὶ
μέτρα σίτου 8
καὶ ἐν τό πῳ Χεσονόμων"
p.lond;7;1940,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"ἀπὸ τούτου ἀνήλω ται εἰς τὰ ναῦλα
σίτου τοῦ ἐμβληθέν τ ος ἐκ τοῦ Κολχονουφίτου"
p.lond;7;1940,1,πυρων,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"τ ος ἐκ τοῦ Κολχονουφίτου
μέτρωι ἀποδοχικῶι πυρῶν ἀρτ αβῶν 3017 3006 1/2 1/4 ὡ ς"
p.lond;7;1940,2,σιτον,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"παρὰ Ἀριστέως διὰ τραπέζης
εἰς τὸν καταχθέντα σῖτον ἐκ τοῦ
Γυναικοπολίτου ἐξ Σύρων κώμης"
p.lond;7;2074,1,σιτομε,RATION,0.0,RATION,no_positive+negative(RATION),"ἀρχιτεκτονικοῖς οὔτε ὀψώνιον
δέδοται ἡμῖν οὔτε σιτομε
τρία ἀπὸ ἔτους 36 , οἱ δὲ"
p.lond;7;2153,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),ὄξος ἐπ ὶ τρά πεζαν χ οίνικες 2 σίτου κάτεργον ἀρ τάβαι 2 ὀβολοὶ 3 3
p.mich;12;644,1,πυρου,ADMIN,0.0,ADMIN,no_positive+negative(ADMIN),"27 77 Σαραπάμμωνος
Φι λαδελφίας τι μῆς πυροῦ
18 ἔτους καὶ 17 ἔτους καὶ 10"
p.mich;2;121v,3,πυρου,LOAN,0.0,LOAN,no_positive+negative(LOAN),"ν Σώτο υ πρὸς Πετεσῦν δραχμῶν 40 καὶ πυροῦ ἀρταβῶν 5
ὁμο λογία Πατύνιο ς πρὸ"
p.mich;2;128col1b,1,κριθη,LOAN,0.0,LOAN,no_positive+negative(LOAN),"α ὶ εἰς τὴ ν Θερ μοῦθ ιν κριθῆ ς ἀρτάβης 1
μίσ θωσις Μάρωνο ς"
p.mich;5;240,1,πυρου,LOAN,0.0,LOAN,no_positive+negative(LOAN),"γυ ναικὸς πρὸ ς Ἡρακλῆ ν Διδύμο υ πυροῦ ἀρταβῶν 6 ὀβολοὶ
ἀναφόρια Ὀρσενούφιο ς καὶ"
p.mich;5;240,2,κριθησ,LOAN,0.0,LOAN,no_positive+negative(LOAN),"δραχμῶν 6
καὶ εἰς τὸ θέρο ς κριθῆς ἀρτάβη 1
μίσ θωσις Μάρ ωνος πρὸ"
p.mich;5;315,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἐκφορίου κατʼ καθʼ ἔτος
σὺν σπέρμασι πυροῦ ἀρταβῶν 2 1/2 τοῦ
παντὸς κατʼ καθʼ"
p.mich;5;315,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","2 1/2 τοῦ
παντὸς κατʼ καθʼ ἔτος πυροῦ ἀρταβῶν 15
μέτρῳ μετρ ο τετρα χ"
p.mich;5;346c,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"σπερμάτω ν πυροῦ ἀρτάβας 6 , τοῦ παντὸ ς πυροῦ ἀρτάβας"
p.mich;5;346c,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"ν πυροῦ ἀρτάβας 6 , τοῦ παντὸ ς πυροῦ ἀρτάβας 78 , τι
μῆς τ ει"
p.mich;5;348,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"αἷς χορηγήσει ὁ Χαιρήμ ων σπερμά
των πυροῦ ἀρτάβ αι ς τριάκοντα πέντε 35 καὶ"
p.mich;5;348,1,κριθησ,SEED,0.0,SEED,no_positive+negative(SEED),"ἀρτάβ αι ς τριάκοντα πέντε 35 καὶ
κριθῆς ἀρτάβαις πέντε 5 , τοῦ παντὸς πυροῦ ἀρ"
p.mich;5;348,1,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"κριθῆς ἀρτάβαις πέντε 5 , τοῦ παντὸς πυροῦ ἀρ
τάβαις ἑκατὸν ἐνενήκοντα ἑπτὰ ἡμίσους 197"
p.mich;5;348,1,πυρου,LOAN,0.0,LOAN,no_positive+negative(LOAN),"μελήσ ειν ὧν ὀφείλ ει
κατὰ δάνειον πυροῦ ἀρταβῶν εἴκοσι τριῶν 23
καὶ ἐπάναγκες κατακολουθήσῃ"
p.michael;;13,1,πυρω,TAX,0.0,TAX,no_positive+negative(TAX),"τῶι μὲν ἐνεστῶτι 23 ἔτει
σπεροῦμε ν πυρῷ ἀρο ύ ρας δέ κα 10 καὶ δώσω"
p.michael;;13,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ἑβδομήκοντα πέντε χοί νικας 8 ,
γίνονται πυροῦ ἀρτάβαι 75 χοί νικες 8 · καὶ σ"
p.michael;;13,1,κριθησ,TAX,0.0,TAX,no_positive+negative(TAX),"ρίου ὁμοίως κ ρι θῆς ἀρτάβας ἑπτὰ, γίνονται κριθῆς ἀρτάβαι 7 .
τὰς δὲ λοιπὰς ἀρούρας"
p.mil.congr.xiv;;pg64,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ἑκάστης ἀρούρης, σὺν ᾗ λήμψεται
ὁ μεμισθωμένος πυροῦ ἀρτάβης μιᾶς 1 , πυροῦ ἀρταβῶν
πέντε"
p.mil.congr.xiv;;pg64,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ὁ μεμισθωμένος πυροῦ ἀρτάβης μιᾶς 1 , πυροῦ ἀρταβῶν
πέντε 5 , ἐπὶ δὲ τὰ"
p.mil.congr.xiv;;pg64,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"σπερ
μάτων πυροῦ ἀρτάβης μιᾶς 1 , πυροῦ ἀρταβῶν ἕξ 6 , καὶ
θαλλῶν κατʼ"
p.mil.congr.xiv;;pg64,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ἑκάστης ἀρούρης σὺν ᾗ λ
ή μψομαι πυροῦ ἀρτάβης μιᾶς 1 πυροῦ ἀρταβῶν πέντε 5 ,"
p.mil.congr.xiv;;pg64,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"λ
ή μψομαι πυροῦ ἀρτάβης μιᾶς 1 πυροῦ ἀρταβῶν πέντε 5 , ἐπὶ δὲ τὰ λοιπ"
p.mil.vogl;1;28,1,κριθ,SEED,0.0,SEED,no_positive+negative(SEED),".
σπέρμ ατα κλήρου παραδ είσου Σαμαρείας κριθ ῆς 4 χο ἀρτάβαι 2 1/2 πέμπτον δέκατον"
p.mil.vogl;3;130,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἀρούρας μὲν δέκα 10 εἰς σ πορὰν πορὰν πυροῦ, ἐκφορίου
σὺν αἷς λημ ψόμεθα σπερμάτων πυροῦ"
