DDB_ID,Mention_ID,Grain_Form,Context_Type,Signal_Strength,Neg_Signals,Rejection_Reason,Context_Window
p.lond;4;1434,1,σιτ,SEED,0.0,SEED,no_positive+negative(SEED),λ ων νο μίσματα 20 ὑπὲρ ἀπαργ υρισμοῦ σίτ ου ἐμβολ ῆς ἰ ν δ ικτίονος 12
p.lond;7;2002,1,κριθησ,LOAN,0.2,LOAN,weak_positive(0.2)+negative(LOAN),"ἀργυρί ου δραχμὰς 20
Πόρπακι εἰς τιμὴν κριθῆς ἀρ ταβῶν 95 ἀργυ ρίου 20
καὶ"
p.louvre;1;50,1,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"10 ἔλαβον ἐλαβα δραχμὰς 4 · 15
πυροῦ ἀρτάβην 1 · 20 δραχμὰς 4 · ἕως"
p.louvre;1;51,1,πυρου,ADMIN,0.0,ADMIN,no_positive+negative(ADMIN),"ὑποκειμένων ὑποκιμενο δραχμὰς 8
Χοιὰκ Χυὰκ 9 πυροῦ μέτ ρα 12 πυροῦ ἀρτάβα ς ιβ δραχμὰς"
p.louvre;1;51,1,πυρου,ADMIN,0.0,ADMIN,no_positive+negative(ADMIN),Χοιὰκ Χυὰκ 9 πυροῦ μέτ ρα 12 πυροῦ ἀρτάβα ς ιβ δραχμὰς 32 ὀβολοὺς 12
p.louvre;1;51,2,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"μηχ ανῆς δραχμὰς 8
καὶ διὰ Πιηου πυροῦ μέτ ρα 12 δραχμὰς 32 ὀβολοὺς 12"
p.louvre;1;51,2,πυρου,ADMIN,0.0,ADMIN,no_positive+negative(ADMIN),"δραχμὰς 32 ὀβολοὺς 12
καὶ διʼ ἐμοῦ πυροῦ ἀρτάβης 1/2 δραχμὰς 12 ὀβολοὺς 14
στεφανικοῦ"
p.louvre;1;51,2,πυρου,ADMIN,0.0,ADMIN,no_positive+negative(ADMIN),"ἕως Παχὼν 13 χοματου δραχμὰς 4
καὶ πυροῦ ἄλ λα μέτ ρα 7 δραχμὰς 20"
p.louvre;1;51,5,πυρου,ADMIN,0.0,ADMIN,no_positive+negative(ADMIN),"λας δραχμὰς 4
Π α ῦνι 12 πυροῦ μέτ ρα 7
ναυ ὑποσχισμὸς ὑποσζισμὸς"
p.mich;2;121r,5,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),ῦ Ἡρώδο υ εἰς λόγο ν σπερμάτ ων πυροῦ ἀρτάβαις 10 τοῦ παντὸ ς κατʼ καθʼ ἔτο
p.mich;2;121r,5,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),10 τοῦ παντὸ ς κατʼ καθʼ ἔτο ς πυροῦ ἀρταβῶν 110 μέτρ ῳ δρόμ ου θησαυρο ῦ
p.mich;2;123,6,σιτω,LOAN,0.0,LOAN,no_positive+negative(LOAN),". δραχμαὶ 4
ὁμο λογία Τααρυῶτο ς σιτω τροφίμο υ δουλ ικοῦ Θεναμούν εως
29"
p.mich;2;123,7,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"χειρογρ αφία χιρογρ αφία ἱερέων εἱαιρέων σπερμάτω ν πυροῦ ἀρταβῶν 150 . δραχμαὶ 4
7 ὁμο"
p.mich;2;123,7,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"ς Ἁ ρμ ι ῦσι ν ἀποχῆ ς πυροῦ ἀρταβῶν 20 . ὀβολοὶ 8
ὁμο λογία"
p.mich;2;123,7,πυρου,LOAN,0.0,LOAN,no_positive+negative(LOAN),"καὶ ἄλλο ν ἀργ υρίου δραχμῶν 540 καὶ πυροῦ ἀρταβῶν 38 1/2 . δραχμαὶ 8
χειρογραφία"
p.mich;5;238r,2,κριθ,LOAN,0.0,LOAN,no_positive+negative(LOAN),"ν παραθή κης ἀργ υρίου δραχμῶν 20 καὶ κριθ ῆς ἀρταβῶν 4 ὀβολοὶ 8
δάνει ον"
p.mich;5;238r,4,πυρου,LOAN,0.0,LOAN,no_positive+negative(LOAN),"πρὸ ς Ἥρωνα ἀργ υρίου δραχμῶν 200 καὶ πυροῦ ἀρταβῶν 11 ὀβολοὶ 20
ὁμο λογία Ταποντῶτ"
p.mich;5;238r,5,κριθη,LOAN,0.0,LOAN,no_positive+negative(LOAN),"πρὸ ς Ἡρωδίωνα ἀργ υρίου δραχμῶν 24 καὶ κριθῆ ς ἀρταβῶν 3 δραχμαὶ 4
δάνει ον"
p.monts.roca;4;77,1,πυρων,TAX,0.0,TAX,no_positive+negative(TAX),"ἔτος ἐκφορίου τὴν ἄρουραν ἑκάστην ἀρούρας μὲν 11 πυρῶν ἀρταβ ῶν 4 , τὰς δὲ λοιπὰς"
p.monts.roca;4;77,1,πυρων,TAX,0.0,TAX,no_positive+negative(TAX),", τὰς δὲ λοιπὰς
ἀρούρας 4 1/4 πυρῶν ἀρταβῶν 5 2/3 ἀκι ν δύ ν ων"
p.monts.roca;4;77,2,πυρων,TAX,0.0,TAX,no_positive+negative(TAX),"η ν ἀρ ο ύρα ς μὲν 11 πυρῶν ἀ ρταβῶν 4 , τὰς δὲ λοιπὰς"
p.nyu;1;11a,1,σιτου,TAX,0.0,TAX,no_positive+negative(TAX),"διὰ Κεφᾶ Κεφᾶς μερισμοῦ λίνου ὑπὲρ
λόγου σίτου ἐκτιμήσ εως τάλαντα 3000 δραχμὰς 500 ."
p.oxy;3;522,1,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"δραχμῶν 4 δραχμαὶ 12 .
φορέτρο υ πυροῦ ἀρταβῶν 171 βασταχθ εισῶν ἐξώσει ψυγμ οῦ"
p.oxy;41;2960,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"πὸ τοῦ ἐπικλασθέντος κώ
μῃ Νεμερῶν πυροῦ ὡ ς τῆς ἀρτάβης
δραχμῶν 8 ὁ"
p.oxy;85;5516,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"λόγον ἄλλας ἐπὶ λ ό
γ ου πυροῦ ἀρτάβας 10 , μέ νον
τος ἡμῖν"
p.prag.varcl;NS;6,2,πυρου,RATION,0.0,RATION,no_positive+negative(RATION),"ἐκ ἐγ λόγου τοῦ αὐ τοῦ μηνὸς πυροῦ ἀρτάβαι
187 μ έτρα 4 χοί νικες"
p.tebt;1;105,1,πυρων,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","δωδεκάτου ἔτους ἐκφορίου τοῦ παντὸς κατʼ ἔτος ἕκαστον πυρῶν ἀρταβῶν
ἑκατὸν εἴκοσι 120 ἄνευ σπέρματος ἀκινδύνου"
p.tebt;1;105,1,πυρον,TAX,0.0,TAX,no_positive+negative(TAX),"τοῦ ἐν ἐμ μ ηνὶ
Παῦνι ἀποδιδοὺς πυρὸν νέον κ α θαρὸν ἄδολον ἀπὸ π άντ"
p.tebt;1;105,1,πυρων,TAX,0.0,TAX,no_positive+negative(TAX),"γῆν κατʼ ἔτο ς ἐπ ίτιμο ν
πυρῶν ἀρτάβας δέκα 10 ἐκτὸς τῶν ἐκφορίων καὶ τοῦ"
p.tebt;1;106,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἔτους ἐκφορίου τοῦ παντὸς κατʼ ἔτος ἕκαστον ἀποτάκτου πυροῦ ἀρταβῶν ὀγδοή
κοντα 80 ἄνευ σπέρματος ἀκινδύνου"
p.tebt;3.1;701,1,πυρον,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","νέων
ἡμιόλιον ἀκίνδυνον, τάξεται δὲ ἐκφόρια
πυρὸν κατὰ λόγον το ῦ σπέρματος.

Ἀρχιτίμωι."
p.tebt;3.1;701,1,πυρον,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","νέων ἡμιόλιον ἀκίνδ υνον, τάξεται δὲ
ἐκφόρια πυρὸν κατὰ λόγο ν τοῦ σπέρματος.

Ἀρχιτίμωι."
p.tebt;3.1;701,1,πυρον,TAX,0.0,TAX,no_positive+negative(TAX),"ἐγ νέων ἡμιόλιον ἀκίνδυνον,
τάξεται δὲ ἐκφόρια πυρὸν κατὰ λόγον τοῦ σπέρ
ματος. Σώσωι τὸ"
p.tebt;3.1;701,1,πυρον,SEED,0.0,SEED,no_positive+negative(SEED),"ἡμιόλιον ἀκίνδυνον, τάξεται δὲ τὰ
ἐ κφόρια πυρὸν κατὰ λόγον τοῦ σπέρματος.
Σώσωι τὸ αὐτό."
p.tebt;3.1;701,2,πυρον,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἡ μιόλιον ἀκίνδυνον, τάξε
ται δὲ ἐκφόρια πυρὸν κατὰ λόγον τοῦ σπέρματος.
Σώσωι τὸ αὐτό."
p.tebt;3.1;701,2,πυρον,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἡμιόλιον ἀκίν δυνον, τάξεται δὲ ἐκφόρια
πυρὸν κατὰ λό γον τοῦ σπέρματος.
Σώσωι τὸ"
p.tebt;3.1;701,3,πυρον,TAX,0.0,TAX,no_positive+negative(TAX),"ἡμιόλιον ἀκίνδυνον, τάξ εται
δὲ τὰ ἐκφόρια πυρὸν κατὰ λόγον τοῦ σπέ ρμ ατος.
Μένωνι"
p.tebt;3.1;701,3,πυρον,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἡμιόλιον ἀκίν
δυνον, τά ξεται δὲ ἐκφόρια πυρὸν κατ ὰ λόγ ον
τοῦ σπέρμ ατος."
p.tebt;3.1;701,3,πυρον,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἡμιόλιο ν ἀκίνδυ
νον, τάξονται δὲ ἐκφόρια πυρὸν κατὰ λόγ ον
τοῦ σπέρματος ω ν"
p.tebt;3.1;701,3,πυρον,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἡμιόλιον ἀκίνδυνον,
τάξεται δὲ τ ὰ ἐκφόρια πυρὸν κατὰ λόγον
τοῦ σπέρματος. Μ ένωνι τὸ"
p.tebt;3.1;701,4,πυρον,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἀ κίνδ υνον,
τάξεται δὲ τὰ ἐκφόρια πυρὸν κατὰ λό γον
τοῦ σπέρματος. Μένωνι τ"
p.tebt;3.1;701,4,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"νέων ἡμιόλιο ν
ἀκίνδυνον, τάξεται δὲ τοῦ πυροῦ τὰ
ἐκφόρια πυρὸν κατὰ λόγον τοῦ σπέρ"
p.tebt;3.1;701,4,πυρον,TAX,0.0,TAX,no_positive+negative(TAX),"ἀκίνδυνον, τάξεται δὲ τοῦ πυροῦ τὰ
ἐκφόρια πυρὸν κατὰ λόγον τοῦ σπέρ ματος.
Μένωνι τὸ"
p.tebt;3.1;701,4,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"ἡμιόλιον ἀκίνδυ νον ,
τάξεται δὲ τοῦ πυροῦ κατὰ λόγον τ οῦ σπέρ
ματος. Μένωνι"
p.tebt;3.1;701,7,πυρ,LOAN,0.0,LOAN,no_positive+negative(LOAN),"ἐποιήσατο Ἰκαδίων σύμβολ ο ν
δανείου πυρ ῶν ἀρτ αβῶν 37 1/2
τοῦ Φαρμοῦθι"
p.tebt;3.1;815,7,πυρων,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἐκφορίου τοῦ παντὸς
ἀπὸ μηνὸς Ἀρτεμισίου 1 πυρῶν ἀρταβῶν 300 ἄνευ σπέρματος ἀκίνδυνον καὶ ἀνυπόλογον ε"
p.tebt;3.1;815,8,πυρων,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ι δραχμὰς 10 , ἐκφορίου ἑκάστην ἄρουραν
πυρῶν ἀρταβῶν 5 6 1/2 ἄνευ σπέρματος,
κόψουσιν"
p.tebt;3.1;815,8,πυρον,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἄνευ σπέρματος,
κόψουσιν δ ὲ τὸ ν πυρὸν καὶ δ ώ σουσιν καθʼ ὥραν καθʼ ἣν"
p.thmouis;1;1,9,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"1/8 , τῶν
ἐπὶ τὸ α ὐτὸ πυροῦ ἀρτάβαι 22 1/2 1/3 ἀργ υρίου δραχμαὶ 9"
p.thmouis;1;1,43,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"μ ὴ συνοψιζο μένου παρα ναύλ ου πυροῦ
ἀρτάβαι ἀργ υρίου δραχμαὶ 19 χ αλκοῖ"
p.trier;1;5,1,πυρων,LOAN,0.0,LOAN,no_positive+negative(LOAN),"ὀγδ ό
ηι δανεισάµ ενος παρ’ ἐµοῦ πυρῶν ἀρτάβας 120 κα τὰ συγγραφὴν ἧς συγγρα φ"
p.trier;1;6,1,πυρ,LOAN,0.0,LOAN,no_positive+negative(LOAN),"ραφ ὴν τῆς τ ιµ ῆς τῶν
πυρ ῶν τ ούτων ἑκάστης ἀρτάβης δραχμὰς 375 ,"
p.trier;2;15,2,πυρων,RATION,0.0,RATION,no_positive+negative(RATION),"προσθέματα Μυσοῖς ἀπὸ σημεῶν, ἑκάστω ι δραχμή 500 πυρῶν 10 ,
καὶ φέρειν ἐν τοῖ ς"
psi;4;400,1,πυρ,TAX,0.0,TAX,no_positive+negative(TAX),"σοι, ὅσην ἂν σιτοφορήσω ἀνα
πληρώσω ἀκίνδυνον πυρ ῶν ἀρτάβας 10 · εἰ δὲ μή, 10"
sb;16;12824,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),5 ἰ νδικτίωνος σίτου ἀρτάβας 3 · κριθῆς ἀρτάβην 1 1/3 ·
sb;16;12824,1,κριθησ,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),5 ἰ νδικτίωνος σίτου ἀρτάβας 3 · κριθῆς ἀρτάβην 1 1/3 · ε ἀρτάβης 1/2 1/3
sb;16;12824,1,σιτ,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"ων τάλαντα 3 1/2 , γί νονται ὁμοῦ σίτ ου 3 1/2 1/3 .
ναύλου σίτου"
sb;16;12824,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"σίτ ου 3 1/2 1/3 .
ναύλου σίτου ὁμοίως τάλαντον 1 1/2 · ναύλου κρι θ"
sb;16;12824,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"7 δραχμαὶ 3000 .
6 ἰ νδικτίωνος σίτου ὁμοίως ἀρτάβας 3 · κριθῆς ἀρτάβην 1 2/3"
sb;16;12824,1,κριθησ,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),6 ἰ νδικτίωνος σίτου ὁμοίως ἀρτάβας 3 · κριθῆς ἀρτάβην 1 2/3 · ε ἀρτάβην 1 1/8
sb;16;12824,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"ίων θαλασί ων τάλαντα 3 1/2 · ναύλου σίτου εἰ ς Ἀλεξ άνδρειαν
τάλαντον 1 1/2"
sb;16;12824,1,κριθησ,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"Ἀλεξ άνδρειαν
τάλαντον 1 1/2 · ναύλου κριθῆς ὁμοίως δραχμὰς 4000 · κρέως ὁμοίως λί τρας"
sb;16;12824,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"τάλαντα 9 3000 .
7 ἰ νδικτίωνος σίτου ὁμοίως ἀρτάβας 3 · κριθῆς ὁμοίως ἀρτάβην 1"
sb;16;12824,1,κριθησ,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"7 ἰ νδικτίωνος σίτου ὁμοίως ἀρτάβας 3 · κριθῆς ὁμοίως ἀρτάβην 1 2/3 ·
ε ἀρτάβην"
sb;16;12824,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"τάλαντα 3 1/2 ·
ναύλ ο υ σίτου εἰς Ἀλεξ άνδρειαν τάλαντον 1 δραχμὰς 3000 ·"
sb;16;12824,1,κριθησ,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"1 δραχμὰς 3000 · ναύ λ ο υ κριθῆς ὁμ ο ίως δραχμὰς 4000 ·
κρέως"
sb;16;12824,1,σιτου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"τάλαντα 9 .
8 ἰ ν δικτίωνος σίτου ἀρτάβας 3 1/2 1/3 1/24 · κ ριθῆς"
sb;16;12824,1,σιτ,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"ι κῶν τίτλων τίδλων τάλαντα
ν αύλου σίτ ου εἰς Ἀλεξ άνδρειαν τάλαντον 1 δραχμὰς 3200"
sb;20;14197,4,πυρου,RATION,0.0,RATION,no_positive+negative(RATION),"ὧν ἀναλ ώματος · ὀψωνίων·
ἐμοὶ Ἡρωνίνῳ πυροῦ ἀρτάβη 1
Ποντικῷ πυροῦ ἀρτάβη 1"
sb;20;14197,4,πυρου,RATION,0.0,RATION,no_positive+negative(RATION),"ἐμοὶ Ἡρωνίνῳ πυροῦ ἀρτάβη 1
Ποντικῷ πυροῦ ἀρτάβη 1
Ἀκιῆς ὀνηλ άτης πυροῦ ἀρτάβη"
sb;20;14197,4,πυρου,RATION,0.0,RATION,no_positive+negative(RATION),"Ἀσῆσι κατʼ ἐκδόσεως ἐ γ δόσεως χω μάτων πυροῦ ἀρτάβη 1
θυρουρῷ θιλουρῷ ξ ενίας μ"
sb;24;15920,7,πυρο,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"19 φόρετρα ὄνων κοβαλ ευόντων πυρὸ ν ἐκ τῶ ν ἁλών ων
Ναγώγεως"
sb;24;15920,8,πυρου,RATION,0.0,RATION,no_positive+negative(RATION),"τη χρης
τ ας ἐκ το ῦ πυροῦ το ῦ κυρίο υ εἰ ς
27"
sb;6;9366,1,πυρων,LOAN,0.0,LOAN,no_positive+negative(LOAN),"κατοίκων ἱππέων Πατῆτι Καλίου
Πέρσηι τῆς ἐπιγονῆς πυρῶν ἀρ τάβας 36 καὶ χα λκοῦ τάλαντον 1"
sb;6;9366,1,πυρον,LOAN,0.0,LOAN,no_positive+negative(LOAN),"ἐν μη νὶ Φαρμοῦθι
τοῦ 46 ἔτους πυρὸν νέον καθαρὸν καθαραρὸν ἄδολον ἀπο
καθεσταμένον εἰς"
sb;8;9699,9,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),2 Ἡδύλ ου ἀντλο ῦσιν εἰς τὸν πυροῦ σπόρο ν Φῖβ ις ἄλ λοι 2 δραχμαὶ
sb;8;9699,11,πυρου,SEED,0.0,SEED,no_positive+negative(SEED),"υρίου δραχμαὶ 43
1 θερίζ ουσι τὸν πυροῦ σπόρο ν Ἡδύλ ου ἐργ άται 2 τ"
stud.pal;20;5,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"οἶκον ὑπὲρ τοῦ τοῦ ἐνεστῶτος ἔτους χρό νου πυροῦ
ἀρτάβας μέτρ ῳ δρόμῳ δρόμων τετραχοινίκῳ τετραχοι"
upz;1;91,1,σιτου,RATION,0.0,RATION,no_positive+negative(RATION),".
τ ῶ ν ἀναλωμάτων ἀνηλομάτων πάντων σίτου καὶ ὀψωνίων ὀψονίον τοῦ Φαρμοῦθι
γίνονται 2670"
bgu;15;2552,1,πυρ,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","κ αιδ εκάτου ἔ
τους ἐπὶ λόγου πυρ οῦ ἀρτάβας τριά
κοντα τέσσαρας τέσσαρες ,"
bgu;15;2552,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ο ι τῶν αὐτῶν
ἐκφορί ου ων πυροῦ ἀ ρ ταβῶν δέκα 10
καὶ ἀργυρι"
bgu;1;249,1,κριθη,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"να μ ο ι εὐθέως πεμφθῶσι
καὶ κριθὴ κρειθὴ ειδ ου Σαραπᾶς εἰς λόγον
ναύλου"
bgu;1;269,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"Σωτᾶς καὶ Κολλοῦθος καὶ μέτοχοι μισθωταὶ κλή
πυροῦ ἀρτάβαι 61 1/6 χωρὶς τῶν ἐν σιτικο ῖς"
bgu;1;269,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"καὶ Παπεῖρις καὶ μέτοχοι ὁμοίως μισθωταὶ κλήρου
πυροῦ ἀρτάβαι 53 1/3 χωρὶς τῶν ἐν σιτικ οῖς"
bgu;1;290,1,πυρου,LOAN,0.0,LOAN,no_positive+negative(LOAN),"χρῆσιν ἔντοκον
ἀργυρίου κεφαλαίου δραχμὰς 84 καὶ πυροῦ ἐν γενε ι ν νέου καθαροῦ
ἀδόλου"
bgu;1;61,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"διὰ Τὶξ καὶ Μέλας διατιξ καὶ μελας πυροῦ 2 1/2
ἔτους 8 Λουκίου Σεπτιμίου Σεουήρ"
bgu;20;2869,1,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"ὐτοῦ ἔτους ἐν τα ῖ ς κώμαις
πυροῦ ἀρτάβας κοσίας , τὰς δ ὲ λοιπὰς πυροῦ"
bgu;20;2869,1,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"πυροῦ ἀρτάβας κοσίας , τὰς δ ὲ λοιπὰς πυροῦ ἀρ τά βας
καθαρὰς ἀ πὸ φορέτρων"
bgu;20;2869,1,πυρου,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"πὸ φορέτρων καταγωγῆς δημο σί- δημο σίου
πυροῦ τ α ξόμεθα ἐν ταῖς κώμαις π ρὸς"
bgu;2;644,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","τοῦ παντὸς
κατʼ ἑκάστην ἄρουραν σὺν σπέρμασι πυροῦ ἀρτάβην
1 , πυροῦ ἀρταβῶν 1/50 καὶ"
bgu;2;644,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","ἄρουραν σὺν σπέρμασι πυροῦ ἀρτάβην
1 , πυροῦ ἀρταβῶν 1/50 καὶ ων
κατʼ ἔτος ἀρτάβας"
bgu;4;1018,1,πυρου,TAX,0.0,"TAX,SEED","no_positive+negative(TAX,SEED)","σύν ἐφʼ
αἷς λήμψομαι σπερμάτ ων
πυροῦ ποιροῦ ἀρτάβαι ἀρτάβας 2 , καὶ χ λωρο"
bgu;4;1194,1,πυργου,TAX,0.0,TAX,no_positive+negative(TAX),"τοῦ
ἐπὶ τῶν προσόδων
τοῦ ἱεροῦ πύργου τιμ ὴν 10
κα πτ έ ρ"
bgu;4;1200,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"κατὰ διαδοχὴν τῶν
γον έ ων ἡμῶν πυροῦ ἀρτάβας 100 . τῶι δὲ ἔτει ἀνειλημμένων"
bgu;4;1200,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"δημ ό σιον τῶν ἐδαφῶν διετα σύνταξιν
πυροῦ ἀρτάβας 100 καὶ ἀπὸ τῶν της προσόδου"
bgu;4;1200,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ἀρτάβας 100 καὶ ἀπὸ τῶν της προσόδου
πυροῦ ἀρτάβας 100 , ὥστε εἶνα ι τὰ ς"
bgu;4;1200,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"εστέρησαν
ἡμᾶς ὧν ἔχομεν ἐκ τῆς προσόδου πυροῦ ἀρταβῶν αρταβας 100 μέχρι
τοῦ 19 ἔτους"
bgu;4;1200,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"ἀπὸ Λινῆ
μηδέπω ἐσχηκότες ἐκ τῆς προσόδου πυροῦ πλ ω τας ἡμῶν εἰς πλήρωσιν τ ῶν"
bgu;4;1200,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),ω τας ἡμῶν εἰς πλήρωσιν τ ῶν 175 πυροῦ 100 τὰς ἡμῶν πυροῦ ἀρτάβας 100 καὶ μέχρι
bgu;4;1200,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),πλήρωσιν τ ῶν 175 πυροῦ 100 τὰς ἡμῶν πυροῦ ἀρτάβας 100 καὶ μέχρι τοῦ νῦν διεμώ λυσαν
bgu;4;1200,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"διεγβαλλομένας εἰς τὸ ἡμῶν ἱερὸν τὰς προκειμένας πυροῦ ἀ ρτάβας 100 καὶ
αὐτῶν τῶν ἀπὸ"
bgu;4;1200,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"η μων
μ έχρι τοῦ 28 ἔτους πυροῦ ἀρταβῶν 900 καὶ τοῦ δε τοῦ 29 ἔτους"
bgu;4;1200,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"καὶ τοῦ δε τοῦ 29 ἔτους Καί σαρος πυροῦ ἀ ρτάβας 100
καὶ τὴν πρόσοδον ἀποδοῦναι"
bgu;4;1200,1,πυρ,TAX,0.0,TAX,no_positive+negative(TAX),"πρόσοδον ἀποδοῦναι ἡμῖν ἡμεῖν τὰς κατʼ ἔτος ὑποκειμένας πυρ οῦ ἀρ τάβας 100 ,
ἵνʼ ὦ"
bgu;4;1207,1,ολυριου,TAX,0.0,TAX,no_positive+negative(TAX),"καὶ εἰσάγεσθε
τ ιμὴν φ ακ οῦ ὀλυρίου ὀλυρίω . καὶ τὰ ἄλλα τἆλλα σεαυτοῦ σατοῦ"
bgu;4;1207,1,ολυριω,TAX,0.0,TAX,no_positive+negative(TAX),"εἰσάγεσθε
τ ιμὴν φ ακ οῦ ὀλυρίου ὀλυρίω . καὶ τὰ ἄλλα τἆλλα σεαυτοῦ σατοῦ δὲ"
bgu;6;1226,1,πυρων,SEED,0.0,SEED,no_positive+negative(SEED),"Σπαρτάκου αι π ραμ 8 ἀράκο υ 10 πυρῶν 1/2
σῖτον καθαρὸν ἄδολον ἀπὸ πάντων μετρήσει"
bgu;6;1226,1,σιτον,SEED,0.0,SEED,no_positive+negative(SEED),"ραμ 8 ἀράκο υ 10 πυρῶν 1/2
σῖτον καθαρὸν ἄδολον ἀπὸ πάντων μετρήσει δικαίαι μέτρωι"
chiron;47;292,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),δημοσίω ν ἐδαφῶν εἰς λ ό γ ον πυροῦ ἀρτάβας 800 κα ὶ εἰς αρ λόγον ἀργυ
chiron;47;297,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),ν δημοσίων ἐδαφῶν αἰεὶ κατʼ ἔτος εἰς λόγον πυροῦ ἀρτάβας 800 καὶ ἀρ γ υρίου δραχμὰς 1500
chr.wilck;;370,1,κριθ,TRANSPORT,0.0,TRANSPORT,no_positive+negative(TRANSPORT),"λατικοῦ ὠνη λατικοῦ κ αὶ vestiges νη τῆς κριθ ῆς ὡς τῶν 100 ἀρταβῆς 1 2/3 ,"
chr.wilck;;370,1,πυρου,TAX,0.0,TAX,no_positive+negative(TAX),"2/3 , αἷς προσάγομεν ὑπὲρ ἐπιθέ
ματος πυροῦ δη μοσίῳ δοχ ικῷ ἀρτάβας πέντε 5 τὰ"
